ID_Full	ID	Haplotype	Source_Identifier	original_locus	physical_locus	retained_alignment_candidates_at_original_slot	partition	reason	admitted_alignment	admitted_record
NA18989_h2_HML-2_8p23.1a_hg38_graph_hgsvc3-2024-02-23-mc-chm13	NA18989	h2	NA18989#2#haplotype2-0000141#0:7290804-7330449	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA18989_h2
NA19036_hap1_hprc_r2_v1.0.1_HML-2_8p23.1a_hg38	NA19036	h1	NA19036#1#CM089727.1:7275829-7286461	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA19036_hap1
NA19043_hap1_hprc_r2_v1.0.1_HML-2_8p23.1a_hg38	NA19043	h1	NA19043#1#CM087048.1:7326953-7337585	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA19043_hap1
NA19043_hap2_hprc_r2_v1.0.1_HML-2_8p23.1a_hg38	NA19043	h2	NA19043#2#CM087074.1:7397286-7407918	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA19043_hap2
NA19238_h2_HML-2_8p23.1a_hg38_graph_hgsvc3-2024-02-23-mc-chm13	NA19238	h2	NA19238#2#haplotype2-0000115#0:7432978-7472610	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA19238_h2
NA19240_mat_hprc_r2_v1.0.1_HML-2_8p23.1a_hg38	NA19240	mat	NA19240#2#CM099617.1:7439862-7450511	8p23.1a_hg38	8p23.1a_hg38	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA19317_h2_HML-2_8p23.1a_hg38_graph_hgsvc3-2024-02-23-mc-chm13	NA19317	h2	NA19317#2#haplotype2-0000061#0:7402761-7442403	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA19317_h2
NA19434_h1_HML-2_8p23.1a_hg38_graph_hgsvc3-2024-02-23-mc-chm13	NA19434	h1	NA19434#1#haplotype1-0000048#0:137713330-137752975	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA19434_h1
NA19443_hap1_hprc_r2_v1.0.1_HML-2_8p23.1a_hg38	NA19443	h1	NA19443#1#JBHIIQ010000016.1:7436373-7447005	8p23.1a_hg38	8p23.1a_hg38	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA19443_hap2_hprc_r2_v1.0.1_HML-2_8p23.1a_hg38	NA19443	h2	NA19443#2#JBHIIR010000017.1:7421049-7431681	8p23.1a_hg38	8p23.1a_hg38	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA19705_h1_HML-2_8p23.1a_hg38_graph_hgsvc3-2024-02-23-mc-chm13	NA19705	h1	NA19705#1#haplotype1-0000021#0:7877753-7917387	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA19705_h1
NA19705_h2_HML-2_8p23.1a_hg38_graph_hgsvc3-2024-02-23-mc-chm13	NA19705	h2	NA19705#2#haplotype2-0000097#0:138511178-138550821	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA19705_h2
NA19835_hap1_hprc_r2_v1.0.1_HML-2_8p23.1a_hg38	NA19835	h1	NA19835#1#CM094027.1:7396074-7406706	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA19835_hap1
NA19836_h2_HML-2_8p23.1a_hg38_graph_hgsvc3-2024-02-23-mc-chm13	NA19836	h2	NA19836#2#haplotype2-0000110#0:138558483-138598115	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA19836_h2
NA19909_hap1_hprc_r2_v1.0.1_HML-2_8p23.1a_hg38	NA19909	h1	NA19909#1#JBIRDH010000001.1:5376497-5387129	8p23.1a_hg38	8p23.1a_hg38	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20129_mat_hprc_r2_v1.0.1_HML-2_8p23.1a_hg38	NA20129	mat	NA20129#2#CM092123.1:7357191-7367823	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA20129_mat
NA20129_pat_hprc_r2_v1.0.1_HML-2_8p23.1a_hg38	NA20129	pat	NA20129#1#CM092134.1:7324059-7334691	8p23.1a_hg38	8p23.1a_hg38	1	admitted	unique_original_catalog_slot	8p23.1a_hg38_carrier_kcon.aln.fa	NA20129_pat
HG00096_h2_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG00096	h2	HG00096#2#haplotype2-0000126#0:4175838-4215474	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00096_h2
HG00097_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00097	h1	HG00097#1#CM094064.1:7677356-7687184	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00097_hap1
HG00097_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00097	h2	HG00097#2#CM094079.1:7510989-7520811	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00097_hap2
HG00099_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00099	h1	HG00099#1#CM087320.1:7661236-7671063	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00099_hap1
HG00099_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00099	h2	HG00099#2#CM087363.1:7728810-7738632	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00099_hap2
HG00126_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00126	h1	HG00126#1#JBHIKU010000039.1:7667792-7677620	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00128_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00128	h1	HG00128#1#CM090082.1:7700949-7710771	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00128_hap1
HG00128_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00128	h2	HG00128#2#JBHIKT010000047.1:5603066-5612888	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00133_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00133	h1	HG00133#1#CM090052.1:7700113-7709935	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00133_hap1
HG00133_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00133	h2	HG00133#2#CM090067.1:7636740-7646545	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00133_hap2
HG00146_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00146	h2	HG00146#2#JBHIKP010000044.1:5530556-5540361	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00232_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00232	h1	HG00232#1#CM089995.1:7797883-7807705	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00232_hap1
HG00232_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00232	h2	HG00232#2#CM090026.1:7673416-7683237	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00232_hap2
HG00235_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00235	h1	HG00235#1#CM094374.1:7619175-7629002	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00235_hap1
HG00235_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00235	h2	HG00235#2#CM094398.1:7717116-7726938	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00235_hap2
HG00253_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00253	h1	HG00253#1#CM094462.1:7628225-7638047	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00253_hap1
HG00253_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00253	h2	HG00253#2#CM094484.1:7657641-7667468	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00253_hap2
HG00268_h1_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG00268	h1	HG00268#1#haplotype1-0000026#0:7655017-7694623	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00268_h1
HG00268_h2_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG00268	h2	HG00268#2#haplotype2-0000079#0:982795-1022421	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00268_h2
HG00272_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00272	h2	HG00272#2#JBIRDO010000050.1:403371-413193	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00290_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00290	h1	HG00290#1#CM089984.1:7688782-7698609	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00290_hap1
HG00320_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00320	h1	HG00320#1#CM089953.1:7498983-7508808	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00320_hap1
HG00320_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00320	h2	HG00320#2#CM089967.1:7599457-7609279	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00320_hap2
HG00321_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00321	h2	HG00321#2#CM089574.1:7696819-7706643	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00321_hap2
HG00323_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00323	h1	HG00323#1#CM087308.1:7675471-7685299	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00323_hap1
HG00323_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00323	h2	HG00323#2#CM087333.1:7680224-7690046	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00323_hap2
HG00329_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00329	h2	HG00329#2#CM094242.1:7499916-7509744	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00329_hap2
HG00344_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00344	h1	HG00344#1#CM094506.1:7684626-7694448	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00344_hap1
HG00344_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00344	h2	HG00344#2#JBIREO010000008.1:7630261-7640083	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00350_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00350	h1	HG00350#1#CM094473.1:7629696-7639504	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00350_hap1
HG00350_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00350	h2	HG00350#2#CM094492.1:7670711-7680561	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00350_hap2
HG00408_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00408	pat	HG00408#1#CM085957.1:7536524-7546334	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00408_pat
HG005_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG005	pat	HG005#1#CM099988.1:7689107-7698931	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG005_pat
HG00513_h1_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG00513	h1	HG00513#1#haplotype1-0000027#0:137431179-137470877	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00513_h1
HG00514_h1_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG00514	h1	HG00514#1#haplotype1-0000015#0:134560265-134599878	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00514_h1
HG00639_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00639	mat	HG00639#2#CM088557.1:7615647-7625469	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00639_mat
HG00639_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00639	pat	HG00639#1#CM088542.1:7796417-7806245	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00639_pat
HG00642_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00642	pat	HG00642#1#JBHDST010000015.1:7606954-7616776	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00658_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00658	pat	HG00658#1#CM088778.1:7447296-7457120	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00658_pat
HG00731_h2_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG00731	h2	HG00731#2#haplotype2-0000068#0:138523036-138562652	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00731_h2
HG00732_h1_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG00732	h1	HG00732#1#haplotype1-0000030#0:138888639-138928494	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00732_h1
HG00733_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00733	pat	HG00733#1#CM099631.1:7722388-7732212	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00735_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00735	mat	HG00735#2#CM087889.1:7617097-7626924	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00735_mat
HG00738_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00738	pat	HG00738#1#JBHDSX010000002.1:363331-373143	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG00741_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG00741	pat	HG00741#1#CM087901.1:7704864-7714714	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG00741_pat
HG01071_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01071	mat	HG01071#2#CM089132.1:7479177-7488993	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01071_mat
HG01106_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01106	mat	HG01106#2#CM087966.1:7644714-7654542	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01106_mat
HG01106_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01106	pat	HG01106#1#CM087954.1:7733648-7743476	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01106_pat
HG01109_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01109	pat	HG01109#1#CM092089.1:7577190-7587012	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01109_pat
HG01150_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01150	mat	HG01150#2#CM088616.1:7628277-7638101	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01150_mat
HG01167_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01167	h2	HG01167#2#CM094545.1:7681660-7691469	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01167_hap2
HG01175_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01175	mat	HG01175#2#JAHALZ020000005.1:7630856-7640662	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01175_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01175	pat	HG01175#1#CM087927.1:7715005-7724833	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01175_pat
HG01192_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01192	mat	HG01192#2#CM085943.1:7707242-7717069	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01192_mat
HG01243_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01243	mat	HG01243#2#CM099593.1:7650149-7659954	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01243_mat
HG01243_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01243	pat	HG01243#1#CM099605.1:7725079-7734929	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01243_pat
HG01255_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01255	mat	HG01255#2#CM086722.1:7385872-7395676	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01255_mat
HG01258_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01258	pat	HG01258#1#CM088115.1:7679022-7688872	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01258_pat
HG01261_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01261	mat	HG01261#2#CM085919.1:7601826-7611648	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01261_mat
HG01352_h1_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG01352	h1	HG01352#1#haplotype1-0000026#0:137656293-137695934	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01352_h1
HG01358_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01358	pat	HG01358#1#CM089057.1:7649530-7659334	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01358_pat
HG01361_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01361	mat	HG01361#2#CM089041.1:7774877-7784681	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01361_mat
HG01457_h1_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG01457	h1	HG01457#1#haplotype1-0000024#0:137794141-137833761	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01457_h1
HG01496_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01496	mat	HG01496#2#CM086390.1:7497301-7507129	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01496_mat
HG01496_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01496	pat	HG01496#1#CM086375.1:7682044-7691894	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01496_pat
HG01530_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01530	h1	HG01530#1#CM087537.1:7601549-7611378	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01530_hap1
HG01530_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01530	h2	HG01530#2#CM087561.1:7649280-7659102	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01530_hap2
HG01573_h2_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG01573	h2	HG01573#2#haplotype2-0000091#0:7502762-7542396	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01573_h2
HG01784_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01784	h1	HG01784#1#JBHDXH010000019.1:7693380-7703230	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01786_hap1_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01786	h1	HG01786#1#CM089506.1:7584501-7594323	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01786_hap1
HG01786_hap2_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01786	h2	HG01786#2#JBHIIX010000055.1:5531298-5541126	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01884_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01884	mat	HG01884#2#CM086424.1:7570371-7580223	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01884_mat
HG01884_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01884	pat	HG01884#1#CM086407.1:7645672-7655499	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01884_pat
HG01890_h2_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG01890	h2	HG01890#2#haplotype2-0000069#0:7792284-7831606	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01890_h2
HG01891_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01891	mat	HG01891#2#CM088209.1:7618830-7628652	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01891_mat
HG01891_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01891	pat	HG01891#1#CM088186.1:7687631-7697437	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01934_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01934	mat	HG01934#2#CM088883.1:7631612-7641434	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01934_mat
HG01934_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01934	pat	HG01934#1#CM088842.1:7763853-7773664	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01934_pat
HG01940_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01940	mat	HG01940#2#CM088663.1:7747543-7757352	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01940_mat
HG01940_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01940	pat	HG01940#1#CM088634.1:7766859-7776663	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01940_pat
HG01943_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01943	mat	HG01943#2#JBHIIL010000063.1:7684116-7693921	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01960_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01960	mat	HG01960#2#JBHIHN010000009.1:8101461-8111286	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01960_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01960	pat	HG01960#1#CM088647.1:8151591-8161413	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01960_pat
HG01975_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01975	mat	HG01975#2#CM099814.1:7525238-7535047	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01975_mat
HG01993_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01993	mat	HG01993#2#JBHDSM010000014.1:7475644-7485452	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01993_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG01993	pat	HG01993#1#CM086496.1:7777426-7787254	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG01993_pat
HG02011_h1_HML-2_8p23.1b_graph_hgsvc3-2024-02-23-mc-chm13	HG02011	h1	HG02011#1#haplotype1-0000005#0:139593278-139632587	8p23.1b	8p23.1b	1	admitted	unique_original_catalog_slot	8p23.1b_carrier_kcon.aln.fa	HG02011_h1
HG02015_pat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02015	pat	HG02015#1#JBHDVE010000009.1:5516971-5526779	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02055_mat_hprc_r2_v1.0.1_HML-2_8p23.1b	HG02055	mat	HG02055#2#JAHEPJ020000067.1:7712189-7722010	8p23.1b	8p23.1b	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
