window	group	locus_a	locus_b	jointly_called_bases	substitutions	p_distance
B6	Type II all	8p23.1b	Xq21.33	991	174	0.17558022199798184
B6	Type II all	8p23.1c	8p23.1d	991	15	0.015136226034308779
B6	Type II all	8p23.1c	8p23.1e	991	15	0.015136226034308779
B6	Type II all	8p23.1c	Xq21.33	991	177	0.17860746720484358
B6	Type II all	8p23.1d	8p23.1e	991	0	0.0
B6	Type II all	8p23.1d	Xq21.33	991	173	0.17457114026236126
B6	Type II all	8p23.1e	Xq21.33	991	173	0.17457114026236126
B6	Type II LTR5Hs	10p14	11q12.3	999	78	0.07807807807807808
B6	Type II LTR5Hs	10p14	11q22.1	999	47	0.04704704704704705
B6	Type II LTR5Hs	10p14	12q14.1	999	44	0.044044044044044044
B6	Type II LTR5Hs	10p14	19p12b	999	44	0.044044044044044044
B6	Type II LTR5Hs	10p14	19q12	999	47	0.04704704704704705
B6	Type II LTR5Hs	10p14	19q13.12b	993	66	0.06646525679758308
B6	Type II LTR5Hs	10p14	3q21.2	999	56	0.056056056056056056
B6	Type II LTR5Hs	10p14	5p13.3	999	48	0.04804804804804805
B6	Type II LTR5Hs	10p14	6p22.1	998	67	0.06713426853707415
B6	Type II LTR5Hs	10p14	6q14.1	999	48	0.04804804804804805
B6	Type II LTR5Hs	10p14	7p22.1	999	44	0.044044044044044044
B6	Type II LTR5Hs	10p14	8p23.1a_hg38	999	48	0.04804804804804805
B6	Type II LTR5Hs	10p14	Xq21.33	999	42	0.042042042042042045
B6	Type II LTR5Hs	11q12.3	11q22.1	1000	65	0.065
B6	Type II LTR5Hs	11q12.3	12q14.1	1000	67	0.067
B6	Type II LTR5Hs	11q12.3	19p12b	1000	68	0.068
B6	Type II LTR5Hs	11q12.3	19q12	1000	68	0.068
B6	Type II LTR5Hs	11q12.3	19q13.12b	994	66	0.06639839034205232
B6	Type II LTR5Hs	11q12.3	3q21.2	1000	83	0.083
B6	Type II LTR5Hs	11q12.3	5p13.3	1000	73	0.073
B6	Type II LTR5Hs	11q12.3	6p22.1	999	78	0.07807807807807808
B6	Type II LTR5Hs	11q12.3	6q14.1	1000	69	0.069
B6	Type II LTR5Hs	11q12.3	7p22.1	1000	68	0.068
B6	Type II LTR5Hs	11q12.3	8p23.1a_hg38	1000	71	0.071
B6	Type II LTR5Hs	11q12.3	Xq21.33	1000	65	0.065
B6	Type II LTR5Hs	11q22.1	12q14.1	1000	13	0.013
B6	Type II LTR5Hs	11q22.1	19p12b	1000	12	0.012
B6	Type II LTR5Hs	11q22.1	19q12	1000	8	0.008
B6	Type II LTR5Hs	11q22.1	19q13.12b	994	65	0.06539235412474849
B6	Type II LTR5Hs	11q22.1	3q21.2	1000	25	0.025
B6	Type II LTR5Hs	11q22.1	5p13.3	1000	17	0.017
B6	Type II LTR5Hs	11q22.1	6p22.1	999	69	0.06906906906906907
B6	Type II LTR5Hs	11q22.1	6q14.1	1000	7	0.007
B6	Type II LTR5Hs	11q22.1	7p22.1	1000	7	0.007
B6	Type II LTR5Hs	11q22.1	8p23.1a_hg38	1000	11	0.011
B6	Type II LTR5Hs	11q22.1	Xq21.33	1000	7	0.007
B6	Type II LTR5Hs	12q14.1	19p12b	1000	17	0.017
B6	Type II LTR5Hs	12q14.1	19q12	1000	13	0.013
B6	Type II LTR5Hs	12q14.1	19q13.12b	994	62	0.06237424547283702
B6	Type II LTR5Hs	12q14.1	3q21.2	1000	28	0.028
B6	Type II LTR5Hs	12q14.1	5p13.3	1000	18	0.018
B6	Type II LTR5Hs	12q14.1	6p22.1	999	70	0.07007007007007007
B6	Type II LTR5Hs	12q14.1	6q14.1	1000	14	0.014
B6	Type II LTR5Hs	12q14.1	7p22.1	1000	12	0.012
B6	Type II LTR5Hs	12q14.1	8p23.1a_hg38	1000	18	0.018
B6	Type II LTR5Hs	12q14.1	Xq21.33	1000	12	0.012
B6	Type II LTR5Hs	19p12b	19q12	1000	12	0.012
B6	Type II LTR5Hs	19p12b	19q13.12b	994	64	0.06438631790744467
B6	Type II LTR5Hs	19p12b	3q21.2	1000	25	0.025
B6	Type II LTR5Hs	19p12b	5p13.3	1000	21	0.021
B6	Type II LTR5Hs	19p12b	6p22.1	999	68	0.06806806806806807
B6	Type II LTR5Hs	19p12b	6q14.1	1000	13	0.013
B6	Type II LTR5Hs	19p12b	7p22.1	1000	11	0.011
B6	Type II LTR5Hs	19p12b	8p23.1a_hg38	1000	16	0.016
B6	Type II LTR5Hs	19p12b	Xq21.33	1000	9	0.009
B6	Type II LTR5Hs	19q12	19q13.12b	994	63	0.06338028169014084
B6	Type II LTR5Hs	19q12	3q21.2	1000	27	0.027
B6	Type II LTR5Hs	19q12	5p13.3	1000	19	0.019
B6	Type II LTR5Hs	19q12	6p22.1	999	71	0.07107107107107107
B6	Type II LTR5Hs	19q12	6q14.1	1000	8	0.008
B6	Type II LTR5Hs	19q12	7p22.1	1000	11	0.011
B6	Type II LTR5Hs	19q12	8p23.1a_hg38	1000	15	0.015
B6	Type II LTR5Hs	19q12	Xq21.33	1000	9	0.009
B6	Type II LTR5Hs	19q13.12b	3q21.2	994	74	0.0744466800804829
B6	Type II LTR5Hs	19q13.12b	5p13.3	994	65	0.06539235412474849
B6	Type II LTR5Hs	19q13.12b	6p22.1	993	64	0.06445115810674723
B6	Type II LTR5Hs	19q13.12b	6q14.1	994	65	0.06539235412474849
B6	Type II LTR5Hs	19q13.12b	7p22.1	994	64	0.06438631790744467
B6	Type II LTR5Hs	19q13.12b	8p23.1a_hg38	994	68	0.06841046277665996
B6	Type II LTR5Hs	19q13.12b	Xq21.33	994	62	0.06237424547283702
B6	Type II LTR5Hs	3q21.2	5p13.3	1000	28	0.028
B6	Type II LTR5Hs	3q21.2	6p22.1	999	73	0.07307307307307308
B6	Type II LTR5Hs	3q21.2	6q14.1	1000	24	0.024
B6	Type II LTR5Hs	3q21.2	7p22.1	1000	22	0.022
B6	Type II LTR5Hs	3q21.2	8p23.1a_hg38	1000	28	0.028
B6	Type II LTR5Hs	3q21.2	Xq21.33	1000	22	0.022
B6	Type II LTR5Hs	5p13.3	6p22.1	999	69	0.06906906906906907
B6	Type II LTR5Hs	5p13.3	6q14.1	1000	18	0.018
B6	Type II LTR5Hs	5p13.3	7p22.1	1000	16	0.016
B6	Type II LTR5Hs	5p13.3	8p23.1a_hg38	1000	22	0.022
B6	Type II LTR5Hs	5p13.3	Xq21.33	1000	14	0.014
B6	Type II LTR5Hs	6p22.1	6q14.1	999	70	0.07007007007007007
B6	Type II LTR5Hs	6p22.1	7p22.1	999	66	0.06606606606606606
B6	Type II LTR5Hs	6p22.1	8p23.1a_hg38	999	70	0.07007007007007007
B6	Type II LTR5Hs	6p22.1	Xq21.33	999	64	0.06406406406406406
B6	Type II LTR5Hs	6q14.1	7p22.1	1000	10	0.01
B6	Type II LTR5Hs	6q14.1	8p23.1a_hg38	1000	8	0.008
B6	Type II LTR5Hs	6q14.1	Xq21.33	1000	8	0.008
B6	Type II LTR5Hs	7p22.1	8p23.1a_hg38	1000	12	0.012
B6	Type II LTR5Hs	7p22.1	Xq21.33	1000	6	0.006
B6	Type II LTR5Hs	8p23.1a_hg38	Xq21.33	1000	10	0.01
B6	Type II other	11p15.4	12p11.21	984	212	0.21544715447154472
B6	Type II other	11p15.4	19p12a	907	160	0.17640573318632854
B6	Type II other	11p15.4	1p36.21b	982	92	0.09368635437881874
B6	Type II other	11p15.4	1p36.21c	987	88	0.08915906788247213
B6	Type II other	11p15.4	3p12.3	988	59	0.0597165991902834
B6	Type II other	11p15.4	4p16.1a	988	29	0.029352226720647773
B6	Type II other	11p15.4	4p16.1b	988	40	0.04048582995951417
B6	Type II other	11p15.4	4p16.3c	988	39	0.039473684210526314
B6	Type II other	11p15.4	5q33.2	987	87	0.08814589665653495
B6	Type II other	11p15.4	6p21.1	977	97	0.0992835209825998
B6	Type II other	11p15.4	8p23.1b	987	28	0.028368794326241134
B6	Type II other	11p15.4	8p23.1c	987	32	0.03242147922998987
B6	Type II other	11p15.4	8p23.1d	987	25	0.025329280648429583
B6	Type II other	11p15.4	8p23.1e	987	25	0.025329280648429583
B6	Type II other	12p11.21	19p12a	915	90	0.09836065573770492
B6	Type II other	12p11.21	1p36.21b	987	197	0.19959473150962512
B6	Type II other	12p11.21	1p36.21c	992	199	0.2006048387096774
B6	Type II other	12p11.21	3p12.3	993	211	0.21248741188318226
B6	Type II other	12p11.21	4p16.1a	988	220	0.22267206477732793
B6	Type II other	12p11.21	4p16.1b	993	216	0.2175226586102719
B6	Type II other	12p11.21	4p16.3c	993	218	0.21953675730110775
B6	Type II other	12p11.21	5q33.2	992	213	0.21471774193548387
B6	Type II other	12p11.21	6p21.1	982	192	0.1955193482688391
B6	Type II other	12p11.21	8p23.1b	987	214	0.21681864235055726
B6	Type II other	12p11.21	8p23.1c	987	218	0.22087132725430597
B6	Type II other	12p11.21	8p23.1d	987	213	0.21580547112462006
B6	Type II other	12p11.21	8p23.1e	987	213	0.21580547112462006
B6	Type II other	19p12a	1p36.21b	910	148	0.16263736263736264
B6	Type II other	19p12a	1p36.21c	915	152	0.16612021857923498
B6	Type II other	19p12a	3p12.3	916	167	0.18231441048034935
B6	Type II other	19p12a	4p16.1a	911	169	0.18551042810098792
B6	Type II other	19p12a	4p16.1b	916	168	0.18340611353711792
B6	Type II other	19p12a	4p16.3c	916	168	0.18340611353711792
B6	Type II other	19p12a	5q33.2	915	162	0.17704918032786884
B6	Type II other	19p12a	6p21.1	905	145	0.16022099447513813
B6	Type II other	19p12a	8p23.1b	910	163	0.17912087912087912
B6	Type II other	19p12a	8p23.1c	910	169	0.18571428571428572
B6	Type II other	19p12a	8p23.1d	910	163	0.17912087912087912
B6	Type II other	19p12a	8p23.1e	910	163	0.17912087912087912
B6	Type II other	1p36.21b	1p36.21c	991	23	0.02320887991927346
B6	Type II other	1p36.21b	3p12.3	991	99	0.09989909182643794
B6	Type II other	1p36.21b	4p16.1a	986	96	0.0973630831643002
B6	Type II other	1p36.21b	4p16.1b	991	90	0.09081735620585267
B6	Type II other	1p36.21b	4p16.3c	991	91	0.09182643794147326
B6	Type II other	1p36.21b	5q33.2	990	87	0.08787878787878788
B6	Type II other	1p36.21b	6p21.1	980	65	0.0663265306122449
B6	Type II other	1p36.21b	8p23.1b	985	96	0.09746192893401015
B6	Type II other	1p36.21b	8p23.1c	985	97	0.09847715736040609
B6	Type II other	1p36.21b	8p23.1d	985	95	0.09644670050761421
B6	Type II other	1p36.21b	8p23.1e	985	95	0.09644670050761421
B6	Type II other	1p36.21c	3p12.3	996	98	0.09839357429718876
B6	Type II other	1p36.21c	4p16.1a	991	93	0.09384460141271443
B6	Type II other	1p36.21c	4p16.1b	996	87	0.08734939759036145
B6	Type II other	1p36.21c	4p16.3c	996	91	0.09136546184738956
B6	Type II other	1p36.21c	5q33.2	995	84	0.08442211055276382
B6	Type II other	1p36.21c	6p21.1	985	65	0.06598984771573604
B6	Type II other	1p36.21c	8p23.1b	990	96	0.09696969696969697
B6	Type II other	1p36.21c	8p23.1c	990	94	0.09494949494949495
B6	Type II other	1p36.21c	8p23.1d	990	93	0.09393939393939393
B6	Type II other	1p36.21c	8p23.1e	990	93	0.09393939393939393
B6	Type II other	3p12.3	4p16.1a	992	65	0.0655241935483871
B6	Type II other	3p12.3	4p16.1b	997	63	0.06318956870611836
B6	Type II other	3p12.3	4p16.3c	997	62	0.062186559679037114
B6	Type II other	3p12.3	5q33.2	996	95	0.09538152610441768
B6	Type II other	3p12.3	6p21.1	986	103	0.10446247464503043
B6	Type II other	3p12.3	8p23.1b	991	66	0.06659939455095863
B6	Type II other	3p12.3	8p23.1c	991	65	0.06559031281533804
B6	Type II other	3p12.3	8p23.1d	991	63	0.06357214934409687
B6	Type II other	3p12.3	8p23.1e	991	63	0.06357214934409687
B6	Type II other	4p16.1a	4p16.1b	992	43	0.04334677419354839
B6	Type II other	4p16.1a	4p16.3c	992	43	0.04334677419354839
B6	Type II other	4p16.1a	5q33.2	991	89	0.08980827447023208
B6	Type II other	4p16.1a	6p21.1	981	102	0.10397553516819572
B6	Type II other	4p16.1a	8p23.1b	991	36	0.03632694248234107
B6	Type II other	4p16.1a	8p23.1c	991	35	0.035317860746720484
B6	Type II other	4p16.1a	8p23.1d	991	33	0.033299697275479316
B6	Type II other	4p16.1a	8p23.1e	991	33	0.033299697275479316
B6	Type II other	4p16.1b	4p16.3c	997	22	0.022066198595787363
B6	Type II other	4p16.1b	5q33.2	996	86	0.08634538152610442
B6	Type II other	4p16.1b	6p21.1	986	96	0.0973630831643002
B6	Type II other	4p16.1b	8p23.1b	991	46	0.04641775983854692
B6	Type II other	4p16.1b	8p23.1c	991	46	0.04641775983854692
B6	Type II other	4p16.1b	8p23.1d	991	43	0.04339051463168517
B6	Type II other	4p16.1b	8p23.1e	991	43	0.04339051463168517
B6	Type II other	4p16.3c	5q33.2	996	85	0.0853413654618474
B6	Type II other	4p16.3c	6p21.1	986	98	0.09939148073022312
B6	Type II other	4p16.3c	8p23.1b	991	45	0.045408678102926335
B6	Type II other	4p16.3c	8p23.1c	991	46	0.04641775983854692
B6	Type II other	4p16.3c	8p23.1d	991	42	0.04238143289606458
B6	Type II other	4p16.3c	8p23.1e	991	42	0.04238143289606458
B6	Type II other	5q33.2	6p21.1	985	86	0.08730964467005076
B6	Type II other	5q33.2	8p23.1b	990	87	0.08787878787878788
B6	Type II other	5q33.2	8p23.1c	990	89	0.0898989898989899
B6	Type II other	5q33.2	8p23.1d	990	84	0.08484848484848485
B6	Type II other	5q33.2	8p23.1e	990	84	0.08484848484848485
B6	Type II other	6p21.1	8p23.1b	980	99	0.10102040816326531
B6	Type II other	6p21.1	8p23.1c	980	95	0.09693877551020408
B6	Type II other	6p21.1	8p23.1d	980	96	0.09795918367346938
B6	Type II other	6p21.1	8p23.1e	980	96	0.09795918367346938
B6	Type II other	8p23.1b	8p23.1c	991	18	0.018163471241170535
B6	Type II other	8p23.1b	8p23.1d	991	3	0.0030272452068617556
B6	Type II other	8p23.1b	8p23.1e	991	3	0.0030272452068617556
B6	Type II other	8p23.1c	8p23.1d	991	15	0.015136226034308779
B6	Type II other	8p23.1c	8p23.1e	991	15	0.015136226034308779
B6	Type II other	8p23.1d	8p23.1e	991	0	0.0
Cass.	Type I	10p12.1	11q23.3	996	22	0.02208835341365462
Cass.	Type I	10p12.1	12q13.2	1001	11	0.01098901098901099
Cass.	Type I	10p12.1	19p12c	997	6	0.006018054162487462
Cass.	Type I	10p12.1	1p31.1a	1001	38	0.03796203796203796
Cass.	Type I	10p12.1	1q22	1001	9	0.008991008991008992
Cass.	Type I	10p12.1	1q23.3	998	19	0.01903807615230461
Cass.	Type I	10p12.1	21q21.1	1001	29	0.028971028971028972
Cass.	Type I	10p12.1	22q11.21	1001	10	0.00999000999000999
Cass.	Type I	10p12.1	3q12.3	1001	13	0.012987012987012988
Cass.	Type I	10p12.1	3q13.2	1001	9	0.008991008991008992
Cass.	Type I	10p12.1	3q27.2	995	10	0.010050251256281407
Cass.	Type I	10p12.1	5p12	1000	70	0.07
Cass.	Type I	10p12.1	5q33.3	1001	6	0.005994005994005994
Cass.	Type I	10p12.1	8q11.23_new	1001	10	0.00999000999000999
Cass.	Type I	11q23.3	12q13.2	996	25	0.025100401606425703
Cass.	Type I	11q23.3	19p12c	992	22	0.02217741935483871
Cass.	Type I	11q23.3	1p31.1a	996	48	0.04819277108433735
Cass.	Type I	11q23.3	1q22	996	23	0.023092369477911646
Cass.	Type I	11q23.3	1q23.3	993	27	0.027190332326283987
Cass.	Type I	11q23.3	21q21.1	996	43	0.04317269076305221
Cass.	Type I	11q23.3	22q11.21	996	24	0.024096385542168676
Cass.	Type I	11q23.3	3q12.3	996	19	0.019076305220883535
Cass.	Type I	11q23.3	3q13.2	996	21	0.02108433734939759
Cass.	Type I	11q23.3	3q27.2	990	22	0.022222222222222223
Cass.	Type I	11q23.3	5p12	995	75	0.07537688442211055
Cass.	Type I	11q23.3	5q33.3	996	22	0.02208835341365462
Cass.	Type I	11q23.3	8q11.23_new	996	24	0.024096385542168676
Cass.	Type I	12q13.2	19p12c	997	11	0.011033099297893681
Cass.	Type I	12q13.2	1p31.1a	1001	39	0.03896103896103896
Cass.	Type I	12q13.2	1q22	1001	12	0.011988011988011988
Cass.	Type I	12q13.2	1q23.3	998	18	0.018036072144288578
Cass.	Type I	12q13.2	21q21.1	1001	32	0.03196803196803197
Cass.	Type I	12q13.2	22q11.21	1001	11	0.01098901098901099
Cass.	Type I	12q13.2	3q12.3	1001	16	0.015984015984015984
Cass.	Type I	12q13.2	3q13.2	1001	12	0.011988011988011988
Cass.	Type I	12q13.2	3q27.2	995	14	0.01407035175879397
Cass.	Type I	12q13.2	5p12	1000	71	0.071
Cass.	Type I	12q13.2	5q33.3	1001	11	0.01098901098901099
Cass.	Type I	12q13.2	8q11.23_new	1001	11	0.01098901098901099
Cass.	Type I	19p12c	1p31.1a	997	37	0.037111334002006016
Cass.	Type I	19p12c	1q22	997	7	0.007021063189568706
Cass.	Type I	19p12c	1q23.3	994	19	0.019114688128772636
Cass.	Type I	19p12c	21q21.1	997	29	0.029087261785356068
Cass.	Type I	19p12c	22q11.21	997	10	0.010030090270812437
Cass.	Type I	19p12c	3q12.3	997	13	0.013039117352056168
Cass.	Type I	19p12c	3q13.2	997	8	0.00802407221664995
Cass.	Type I	19p12c	3q27.2	991	11	0.011099899091826439
Cass.	Type I	19p12c	5p12	996	68	0.06827309236947791
Cass.	Type I	19p12c	5q33.3	997	8	0.00802407221664995
Cass.	Type I	19p12c	8q11.23_new	997	8	0.00802407221664995
Cass.	Type I	1p31.1a	1q22	1001	36	0.03596403596403597
Cass.	Type I	1p31.1a	1q23.3	998	39	0.03907815631262525
Cass.	Type I	1p31.1a	21q21.1	1001	59	0.058941058941058944
Cass.	Type I	1p31.1a	22q11.21	1001	40	0.03996003996003996
Cass.	Type I	1p31.1a	3q12.3	1001	41	0.04095904095904096
Cass.	Type I	1p31.1a	3q13.2	1001	37	0.03696303696303696
Cass.	Type I	1p31.1a	3q27.2	995	39	0.03919597989949749
Cass.	Type I	1p31.1a	5p12	1000	86	0.086
Cass.	Type I	1p31.1a	5q33.3	1001	36	0.03596403596403597
Cass.	Type I	1p31.1a	8q11.23_new	1001	38	0.03796203796203796
Cass.	Type I	1q22	1q23.3	998	20	0.02004008016032064
Cass.	Type I	1q22	21q21.1	1001	30	0.029970029970029972
Cass.	Type I	1q22	22q11.21	1001	13	0.012987012987012988
Cass.	Type I	1q22	3q12.3	1001	14	0.013986013986013986
Cass.	Type I	1q22	3q13.2	1001	10	0.00999000999000999
Cass.	Type I	1q22	3q27.2	995	12	0.012060301507537688
Cass.	Type I	1q22	5p12	1000	70	0.07
Cass.	Type I	1q22	5q33.3	1001	7	0.006993006993006993
Cass.	Type I	1q22	8q11.23_new	1001	9	0.008991008991008992
Cass.	Type I	1q23.3	21q21.1	998	38	0.03807615230460922
Cass.	Type I	1q23.3	22q11.21	998	21	0.021042084168336674
Cass.	Type I	1q23.3	3q12.3	998	18	0.018036072144288578
Cass.	Type I	1q23.3	3q13.2	998	18	0.018036072144288578
Cass.	Type I	1q23.3	3q27.2	992	20	0.020161290322580645
Cass.	Type I	1q23.3	5p12	997	71	0.0712136409227683
Cass.	Type I	1q23.3	5q33.3	998	19	0.01903807615230461
Cass.	Type I	1q23.3	8q11.23_new	998	19	0.01903807615230461
Cass.	Type I	21q21.1	22q11.21	1001	33	0.03296703296703297
Cass.	Type I	21q21.1	3q12.3	1001	34	0.03396603396603397
Cass.	Type I	21q21.1	3q13.2	1001	30	0.029970029970029972
Cass.	Type I	21q21.1	3q27.2	995	32	0.032160804020100506
Cass.	Type I	21q21.1	5p12	1000	85	0.085
Cass.	Type I	21q21.1	5q33.3	1001	29	0.028971028971028972
Cass.	Type I	21q21.1	8q11.23_new	1001	31	0.030969030969030968
Cass.	Type I	22q11.21	3q12.3	1001	15	0.014985014985014986
Cass.	Type I	22q11.21	3q13.2	1001	7	0.006993006993006993
Cass.	Type I	22q11.21	3q27.2	995	11	0.011055276381909548
Cass.	Type I	22q11.21	5p12	1000	72	0.072
Cass.	Type I	22q11.21	5q33.3	1001	12	0.011988011988011988
Cass.	Type I	22q11.21	8q11.23_new	1001	12	0.011988011988011988
Cass.	Type I	3q12.3	3q13.2	1001	12	0.011988011988011988
Cass.	Type I	3q12.3	3q27.2	995	14	0.01407035175879397
Cass.	Type I	3q12.3	5p12	1000	71	0.071
Cass.	Type I	3q12.3	5q33.3	1001	13	0.012987012987012988
Cass.	Type I	3q12.3	8q11.23_new	1001	15	0.014985014985014986
Cass.	Type I	3q13.2	3q27.2	995	10	0.010050251256281407
Cass.	Type I	3q13.2	5p12	1000	67	0.067
Cass.	Type I	3q13.2	5q33.3	1001	9	0.008991008991008992
Cass.	Type I	3q13.2	8q11.23_new	1001	11	0.01098901098901099
Cass.	Type I	3q27.2	5p12	994	72	0.07243460764587525
Cass.	Type I	3q27.2	5q33.3	995	10	0.010050251256281407
Cass.	Type I	3q27.2	8q11.23_new	995	13	0.01306532663316583
Cass.	Type I	5p12	5q33.3	1000	70	0.07
Cass.	Type I	5p12	8q11.23_new	1000	69	0.069
Cass.	Type I	5q33.3	8q11.23_new	1001	10	0.00999000999000999
Cass.	Type II all	10p14	11p15.4	994	135	0.1358148893360161
Cass.	Type II all	10p14	11q12.3	996	71	0.071285140562249
Cass.	Type II all	10p14	11q22.1	1001	36	0.03596403596403597
Cass.	Type II all	10p14	12p11.21	998	106	0.1062124248496994
Cass.	Type II all	10p14	12q14.1	1001	35	0.03496503496503497
Cass.	Type II all	10p14	19p12a	999	81	0.08108108108108109
Cass.	Type II all	10p14	19p12b	1001	41	0.04095904095904096
Cass.	Type II all	10p14	19q12	1001	33	0.03296703296703297
Cass.	Type II all	10p14	19q13.12b	984	69	0.0701219512195122
Cass.	Type II all	10p14	1p36.21b	998	128	0.1282565130260521
Cass.	Type II all	10p14	1p36.21c	992	131	0.13205645161290322
Cass.	Type II all	10p14	3p12.3	996	142	0.142570281124498
Cass.	Type II all	10p14	3q21.2	1001	52	0.05194805194805195
Cass.	Type II all	10p14	4p16.1a	992	136	0.13709677419354838
Cass.	Type II all	10p14	4p16.1b	1001	149	0.14885114885114886
Cass.	Type II all	10p14	4p16.3c	1000	150	0.15
Cass.	Type II all	10p14	5p13.3	997	35	0.03510531594784353
Cass.	Type II all	10p14	5q33.2	996	134	0.13453815261044177
Cass.	Type II all	10p14	6p21.1	1001	138	0.13786213786213786
Cass.	Type II all	10p14	6p22.1	1001	78	0.07792207792207792
Cass.	Type II all	10p14	6q14.1	1001	37	0.03696303696303696
Cass.	Type II all	10p14	7p22.1	1001	35	0.03496503496503497
Cass.	Type II all	10p14	8p23.1a_hg38	1001	32	0.03196803196803197
Cass.	Type II all	10p14	8p23.1b	994	139	0.1398390342052314
Cass.	Type II all	10p14	8p23.1c	994	145	0.14587525150905434
Cass.	Type II all	10p14	8p23.1d	994	141	0.14185110663983905
Cass.	Type II all	10p14	8p23.1e	994	141	0.14185110663983905
Cass.	Type II all	10p14	Xq21.33	1001	35	0.03496503496503497
Cass.	Type II all	11p15.4	11q12.3	989	137	0.1385237613751264
Cass.	Type II all	11p15.4	11q22.1	994	131	0.1317907444668008
Cass.	Type II all	11p15.4	12p11.21	991	162	0.16347124117053483
Cass.	Type II all	11p15.4	12q14.1	994	134	0.13480885311871227
Cass.	Type II all	11p15.4	19p12a	992	144	0.14516129032258066
Cass.	Type II all	11p15.4	19p12b	994	140	0.14084507042253522
Cass.	Type II all	11p15.4	19q12	994	132	0.13279678068410464
Cass.	Type II all	11p15.4	19q13.12b	977	136	0.13920163766632548
Cass.	Type II all	11p15.4	1p36.21b	991	102	0.1029263370332997
Cass.	Type II all	11p15.4	1p36.21c	985	99	0.10050761421319797
Cass.	Type II all	11p15.4	3p12.3	989	52	0.0525783619817998
Cass.	Type II all	11p15.4	3q21.2	994	145	0.14587525150905434
Cass.	Type II all	11p15.4	4p16.1a	992	23	0.023185483870967742
Cass.	Type II all	11p15.4	4p16.1b	994	39	0.039235412474849095
Cass.	Type II all	11p15.4	4p16.3c	993	43	0.0433031218529708
Cass.	Type II all	11p15.4	5p13.3	990	133	0.13434343434343435
Cass.	Type II all	11p15.4	5q33.2	989	72	0.07280080889787664
Cass.	Type II all	11p15.4	6p21.1	994	106	0.10663983903420524
Cass.	Type II all	11p15.4	6p22.1	994	136	0.13682092555331993
Cass.	Type II all	11p15.4	6q14.1	994	133	0.13380281690140844
Cass.	Type II all	11p15.4	7p22.1	994	131	0.1317907444668008
Cass.	Type II all	11p15.4	8p23.1a_hg38	994	128	0.12877263581488935
Cass.	Type II all	11p15.4	8p23.1b	994	28	0.028169014084507043
Cass.	Type II all	11p15.4	8p23.1c	994	33	0.03319919517102616
Cass.	Type II all	11p15.4	8p23.1d	994	30	0.030181086519114688
Cass.	Type II all	11p15.4	8p23.1e	994	30	0.030181086519114688
Cass.	Type II all	11p15.4	Xq21.33	994	133	0.13380281690140844
Cass.	Type II all	11q12.3	11q22.1	996	62	0.06224899598393574
Cass.	Type II all	11q12.3	12p11.21	993	99	0.09969788519637462
Cass.	Type II all	11q12.3	12q14.1	996	64	0.0642570281124498
Cass.	Type II all	11q12.3	19p12a	994	68	0.06841046277665996
Cass.	Type II all	11q12.3	19p12b	996	63	0.06325301204819277
Cass.	Type II all	11q12.3	19q12	996	59	0.05923694779116466
Cass.	Type II all	11q12.3	19q13.12b	979	60	0.06128702757916241
Cass.	Type II all	11q12.3	1p36.21b	993	125	0.12588116817724068
Cass.	Type II all	11q12.3	1p36.21c	987	129	0.13069908814589665
Cass.	Type II all	11q12.3	3p12.3	991	146	0.14732593340060546
Cass.	Type II all	11q12.3	3q21.2	996	74	0.07429718875502007
Cass.	Type II all	11q12.3	4p16.1a	987	138	0.1398176291793313
Cass.	Type II all	11q12.3	4p16.1b	996	149	0.1495983935742972
Cass.	Type II all	11q12.3	4p16.3c	995	150	0.1507537688442211
Cass.	Type II all	11q12.3	5p13.3	992	61	0.06149193548387097
Cass.	Type II all	11q12.3	5q33.2	991	132	0.13319878910191726
Cass.	Type II all	11q12.3	6p21.1	996	134	0.13453815261044177
Cass.	Type II all	11q12.3	6p22.1	996	61	0.06124497991967871
Cass.	Type II all	11q12.3	6q14.1	996	63	0.06325301204819277
Cass.	Type II all	11q12.3	7p22.1	996	59	0.05923694779116466
Cass.	Type II all	11q12.3	8p23.1a_hg38	996	58	0.05823293172690763
Cass.	Type II all	11q12.3	8p23.1b	989	142	0.1435793731041456
Cass.	Type II all	11q12.3	8p23.1c	989	147	0.1486349848331648
Cass.	Type II all	11q12.3	8p23.1d	989	144	0.14560161779575329
Cass.	Type II all	11q12.3	8p23.1e	989	144	0.14560161779575329
Cass.	Type II all	11q12.3	Xq21.33	996	61	0.06124497991967871
Cass.	Type II all	11q22.1	12p11.21	998	95	0.09519038076152304
Cass.	Type II all	11q22.1	12q14.1	1001	12	0.011988011988011988
Cass.	Type II all	11q22.1	19p12a	999	72	0.07207207207207207
Cass.	Type II all	11q22.1	19p12b	1001	17	0.016983016983016984
Cass.	Type II all	11q22.1	19q12	1001	9	0.008991008991008992
Cass.	Type II all	11q22.1	19q13.12b	984	60	0.06097560975609756
Cass.	Type II all	11q22.1	1p36.21b	998	123	0.12324649298597194
Cass.	Type II all	11q22.1	1p36.21c	992	126	0.12701612903225806
Cass.	Type II all	11q22.1	3p12.3	996	137	0.13755020080321284
Cass.	Type II all	11q22.1	3q21.2	1001	26	0.025974025974025976
Cass.	Type II all	11q22.1	4p16.1a	992	130	0.1310483870967742
Cass.	Type II all	11q22.1	4p16.1b	1001	143	0.14285714285714285
