ID_Full	Locus	orig_Locus	ID	Haplotype	Source_Identifier	physical_locus_assignment	Structure	query	path	header	source_sha256
HG03874_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03874	h1	HG03874#1#JBHIIS010000006.1:81601825-81609484	Xq28a	Fragment	q6062	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03874_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03874_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03874#1#JBHIIS010000006.1:81602325-81608984 genomic_strand:+	1aa11b596ba07b250b96ea365b74bb0fcdb9d77970d4746f78de8999e76cb79d
HG03874_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03874	h2	HG03874#2#JBHIIT010000041.1:81528217-81535879	Xq28a	Fragment	q6063	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03874_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03874_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03874#2#JBHIIT010000041.1:81528717-81535379 genomic_strand:+	13db2e430a4448aa24a64aa3118df378f2073142a0c7abf1cac73ada960277ae
HG03942_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03942	mat	HG03942#2#JBHIGT010000070.1:1449464-1457123	Xq28a	Fragment	q6064	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03942_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03942_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03942#2#JBHIGT010000070.1:1449964-1456623 genomic_strand:+	da530890357815ebf7c7c4dc60f9f52b9091a6dae0c6e84484231c1bd7b606fc
HG04036_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG04036	h1	HG04036#1#haplotype1-0000013#0:27682596-27722404	Xq28a	Fragment	q6065	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG04036_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG04036_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG04036#1#haplotype1-0000013#0:27682596-27722404 genomic_strand:-	ac643b923de0cd12cf7a4c3d97cf7ecb35e6764c51a0ec7c99636ecccdc8e346
HG04036_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG04036	h2	HG04036#2#haplotype2-0000089#0:24674763-24714594	Xq28a	Fragment	q6066	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG04036_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG04036_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG04036#2#haplotype2-0000089#0:24674763-24714594 genomic_strand:+	a5112daf760d9853d0694a9b843a98f2559a8556f6d2e55b8113bfb0e9686d30
HG04157_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG04157	mat	HG04157#2#JBHIGV010000006.1:33608732-33616391	Xq28a	Fragment	q6067	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG04157_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG04157_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG04157#2#JBHIGV010000006.1:33609232-33615891 genomic_strand:+	927af5910641b95d2f89ba69634085bbd4a5316705c5a701121155b3a44c1f93
HG04160_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG04160	mat	HG04160#2#JBHIGX010000021.1:1251509-1259168	Xq28a	Fragment	q6068	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG04160_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG04160_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG04160#2#JBHIGX010000021.1:1252009-1258668 genomic_strand:+	54ca3a150993784fec5c91f9fe76c68e59731a82982364c5625e2c12041499fb
HG04184_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG04184	pat	HG04184#1#JBHDSH010000047.1:101216853-101224512	Xq28a	Fragment	q6069	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG04184_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG04184_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG04184#1#JBHDSH010000047.1:101217353-101224012 genomic_strand:+	d778736b2e37192ccaa6a5c85f170ad732ec8f2b66dd7e6bf59b91b7ba2f0cc9
HG04199_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG04199	mat	HG04199#2#CM086799.1:153503993-153511655	Xq28a	Fragment	q6070	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG04199_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG04199_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG04199#2#CM086799.1:153504493-153511155 genomic_strand:+	4fe4a330e7f8c1990bae24c9d8d1af4b2f944ea108a5dc040cb3b13030c4ee55
HG04217_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG04217	h1	HG04217#1#haplotype1-0000028#0:151356161-151395980	Xq28a	Fragment	q6071	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG04217_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG04217_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG04217#1#haplotype1-0000028#0:151356161-151395980 genomic_strand:-	2ac6705ada1f628774a6ce0263c5cee2ef8c3cc420aa592e23a7be27514ffe11
HG04217_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG04217	h2	HG04217#2#haplotype2-0000058#0:1412133-1451950	Xq28a	Fragment	q6072	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG04217_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG04217_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG04217#2#haplotype2-0000058#0:1412133-1451950 genomic_strand:-	ff9b37fde0d9162054fbce870c3a067384bdc8aef398dff5452b15e3143d028e
HG06807_mat_v1.0.genbank_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG06807	mat	HG06807#2#CM101451.1:152262966-152270626	Xq28a	Fragment	q6073	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG06807_mat_v1.0.genbank_HML-2_Xq28a.fa	HG06807_mat_v1.0.genbank_HML-2_Xq28a assembly_coords:HG06807#2#CM101451.1:152263466-152270126 genomic_strand:+	200d2fb7616c917e106aa91ed1c5a59e442bdf63af5c000afd194a6d34c66be5
HG06807_pat_v1.0.genbank_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG06807	pat	HG06807#1#CM101417.1:152653574-152661233	Xq28a	Fragment	q6074	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG06807_pat_v1.0.genbank_HML-2_Xq28a.fa	HG06807_pat_v1.0.genbank_HML-2_Xq28a assembly_coords:HG06807#1#CM101417.1:152654074-152660733 genomic_strand:+	e66510fba03f27f7d04509a5cc0afcb6c33ba6c0782aa2417188f9cc048e2c62
NA12329_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA12329	h1	NA12329#1#haplotype1-0000017#0:759725-799544	Xq28a	Fragment	q6075	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA12329_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA12329_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA12329#1#haplotype1-0000017#0:759725-799544 genomic_strand:-	b1e43242f55a8db7576ca85fe2ed25c43ea325671193f789a08e134cdffdcfb2
NA12329_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA12329	h2	NA12329#2#haplotype2-0000074#0:759768-799580	Xq28a	Fragment	q6076	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA12329_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA12329_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA12329#2#haplotype2-0000074#0:759768-799580 genomic_strand:-	fe768c921b189140e759059ce4c781ad0cfc34d9f746d0d6bda1dfd89d578655
NA18505_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA18505	h1	NA18505#1#JBHIJY010000042.1:100534820-100542481	Xq28a	Fragment	q6077	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA18505_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA18505_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA18505#1#JBHIJY010000042.1:100535320-100541981 genomic_strand:+	d201b68cdc88345dea2c2350591a3f885dba4f8993fc5aaa7813d6d35e35b39d
NA18505_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA18505	h2	NA18505#2#JBHIJZ010000010.1:99728448-99736109	Xq28a	Fragment	q6078	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA18505_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA18505_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA18505#2#JBHIJZ010000010.1:99728948-99735609 genomic_strand:+	4a0c7e3b2318a9544fe688f7c3b2dafa1637a4aca5125e924df02e0cae369907
NA18508_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA18508	h1	NA18508#1#CM089654.1:153243520-153251181	Xq28a	Fragment	q6079	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA18508_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA18508_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA18508#1#CM089654.1:153244020-153250681 genomic_strand:+	c0ecd75cbe556559cdd02c767e6d5695900bd728cdf2e1def63bd02695f05a52
NA18508_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA18508	h2	NA18508#2#CM089662.1:153039860-153047519	Xq28a	Fragment	q6080	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA18508_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA18508_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA18508#2#CM089662.1:153040360-153047019 genomic_strand:+	e2c5c7f90fb349f1c7852001da4e8fbda4f086e81f6fe33abab3fdca2e6c1a5d
NA18522_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA18522	h2	NA18522#2#JBHDWD010000014.1:4708864-4716523	Xq28a	Fragment	q6081	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA18522_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA18522_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA18522#2#JBHDWD010000014.1:4709364-4716023 genomic_strand:+	4ece8ffdd4c2d8d45910d1ece39da81606036847873910ceb67419422e693d6d
NA18534_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA18534	h2	NA18534#2#haplotype2-0000074#0:1412297-1452110	Xq28a	Fragment	q6082	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA18534_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA18534_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA18534#2#haplotype2-0000074#0:1412297-1452110 genomic_strand:+	f56c3d84425d9c6d208f9e47a45502e9916740cd58b6bf2cc5930833de5e6f20
NA18565_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA18565	h1	NA18565#1#CM094329.1:153183624-153191283	Xq28a	Fragment	q6083	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA18565_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA18565_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA18565#1#CM094329.1:153184124-153190783 genomic_strand:+	54374cfd0790a56b169c25ca158896d40dde946e4348aea8af47867fbb26c236
NA18879_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA18879	h2	NA18879#2#JBJUVN010000017.1:7746954-7754613	Xq28a	Fragment	q6084	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA18879_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA18879_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA18879#2#JBJUVN010000017.1:7747454-7754113 genomic_strand:+	239d1ad3380c3feb52e4555e4738b26b9915c10d0ab6df15c3ca80706efee378
NA18906_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA18906	mat	NA18906#2#JAHEON020000051.1:97378159-97385819	Xq28a	Fragment	q6085	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA18906_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA18906_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA18906#2#JAHEON020000051.1:97378659-97385319 genomic_strand:+	b8b1da9561e144ff89faffaece13de1b9bdcaefb2b624a994183553527697528
NA18906_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA18906	pat	NA18906#1#CM091946.1:151735038-151742697	Xq28a	Fragment	q6086	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA18906_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA18906_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA18906#1#CM091946.1:151735538-151742197 genomic_strand:+	776982ab9d37ab393b1f4bc10103e580f6e42e110cba7b5ca333bd3bbc083d56
NA18939_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA18939	h1	NA18939#1#haplotype1-0000003#0:38775832-38815648	Xq28a	Fragment	q6087	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA18939_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA18939_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA18939#1#haplotype1-0000003#0:38775832-38815648 genomic_strand:-	fca166e11667a37ce967b6fbfe6d6cc76a681d10a0411cea84832c2b82d5554c
NA18939_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA18939	h2	NA18939#2#haplotype2-0000135#0:1354799-1394612	Xq28a	Fragment	q6088	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA18939_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA18939_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA18939#2#haplotype2-0000135#0:1354799-1394612 genomic_strand:-	629253d0749fa358f9d97e9ae103e56f70b31bf9043d273eea97cdb1fba444f8
NA18960_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA18960	h2	NA18960#2#CM101571.1:153793265-153800924	Xq28a	Fragment	q6089	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA18960_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA18960_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA18960#2#CM101571.1:153793765-153800424 genomic_strand:+	4947b3302cc96a6a0778c68d5de7292695ce3c1b4974580ab463559b729c760d
NA18989_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA18989	h2	NA18989#2#haplotype2-0000134#0:152299200-152339013	Xq28a	Fragment	q6090	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA18989_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA18989_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA18989#2#haplotype2-0000134#0:152299200-152339013 genomic_strand:+	08fddadad2eedd7dca8a4fef18e50fced8ba5bfb08f6b7a1c47f58a81e0f7264
NA19036_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19036	h1	NA19036#1#CM089737.1:152436452-152444111	Xq28a	Fragment	q6091	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19036_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19036_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19036#1#CM089737.1:152436952-152443611 genomic_strand:+	2fb3ec0e35165ecc067d4c15b9aca2555186d846fad94ae169a1b9385534d01e
NA19036_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19036	h2	NA19036#2#CM089750.1:153137882-153145542	Xq28a	Fragment	q6092	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19036_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19036_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19036#2#CM089750.1:153138382-153145042 genomic_strand:+	2e7c4f9bf41c68272b51c686a324bef27c8da703f0dc04330f3b1f75249036fa
NA19129_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19129	h1	NA19129#1#haplotype1-0000026#0:152300192-152340005	Xq28a	Fragment	q6093	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19129_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19129_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19129#1#haplotype1-0000026#0:152300192-152340005 genomic_strand:-	1304e98bdd8dbff7fc8024895c8b32f989b03eae3363bb29e6b058d49011bb86
NA19129_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19129	h2	NA19129#2#haplotype2-0000093#0:1416775-1456578	Xq28a	Fragment	q6094	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19129_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19129_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19129#2#haplotype2-0000093#0:1416775-1456578 genomic_strand:+	c0364b1eb72ed3862e3f1b52ea0096747549202e4d20c297e3fb66df3ada50e8
NA19159_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19159	h1	NA19159#1#JBJXQL010000016.1:82608609-82616270	Xq28a	Fragment	q6095	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19159_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19159_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19159#1#JBJXQL010000016.1:82609109-82615770 genomic_strand:+	99ea9231a7afd4ccf367334d5f892947eeca7544e160ae0e5f69333aae5ecbfe
NA19185_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19185	h1	NA19185#1#JBHDXR010000009.1:101097143-101104804	Xq28a	Fragment	q6096	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19185_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19185_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19185#1#JBHDXR010000009.1:101097643-101104304 genomic_strand:+	4cbf67a21c4b3c9ee1350903d98a41ed0c80e9bbb13ee5da9a26bdd58408e3c3
NA19185_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19185	h2	NA19185#2#JBHDXS010000003.1:100074656-100082316	Xq28a	Fragment	q6097	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19185_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19185_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19185#2#JBHDXS010000003.1:100075156-100081816 genomic_strand:+	42c943464607f2cbdee7d69d4add7f4d342037458ff6b6636511937952fcfe05
NA19238_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19238	h1	NA19238#1#haplotype1-0000003#0:1423198-1463031	Xq28a	Fragment	q6098	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19238_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19238_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19238#1#haplotype1-0000003#0:1423198-1463031 genomic_strand:+	0757af1e777b64f546a1aff76c3e9a0b61ecd55a6a8aeccf87fb39967321b280
NA19238_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19238	h2	NA19238#2#haplotype2-0000099#0:1424772-1464563	Xq28a	Fragment	q6099	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19238_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19238_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19238#2#haplotype2-0000099#0:1424772-1464563 genomic_strand:+	a7cacb600a60f4542faabe7bbf521e9b640471eba0cbe3797c6cfa1aa61cc4d6
NA19239_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19239	h2	NA19239#2#haplotype2-0000096#0:152732702-152772505	Xq28a	Fragment	q6100	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19239_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19239_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19239#2#haplotype2-0000096#0:152732702-152772505 genomic_strand:+	9a311be9d623da85da1ce6de94bbbe846cf2c50f9677bcc3d6c4605a5cb314a4
NA19240_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19240	mat	NA19240#2#CM099627.1:153009207-153016868	Xq28a	Fragment	q6101	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19240_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19240_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19240#2#CM099627.1:153009707-153016368 genomic_strand:+	4a1f436f127740c5643f5ba3805b88f2d616cb6360a46a071291086d211a9a7b
NA19240_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19240	pat	NA19240#1#CM099589.1:152716274-152723933	Xq28a	Fragment	q6102	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19240_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19240_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19240#1#CM099589.1:152716774-152723433 genomic_strand:+	4f4fed6ce00caccd888d2f820f025f06354c7c2ad8c42f864dcda890657cff43
NA19317_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19317	h2	NA19317#2#haplotype2-0000065#0:153361995-153401826	Xq28a	Fragment	q6103	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19317_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19317_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19317#2#haplotype2-0000065#0:153361995-153401826 genomic_strand:+	d118a13383c2f771b59b63137bc001747249f5becb2439a4a5510c344c7bf79b
NA19331_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19331	h2	NA19331#2#haplotype2-0000163#0:1412553-1452384	Xq28a	Fragment	q6104	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19331_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19331_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19331#2#haplotype2-0000163#0:1412553-1452384 genomic_strand:+	b1e6e74fcf610c6ccef736195c9f63e3fa3fc6534bfee61804f3518e80451d97
NA19347_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19347	h2	NA19347#2#haplotype2-0000090#0:153650591-153690359	Xq28a	Fragment	q6105	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19347_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19347_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19347#2#haplotype2-0000090#0:153650591-153690359 genomic_strand:+	746f4ce821715b9a3ccefc909d722ec26844fff426087212d8e72704f98f1d08
NA19384_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19384	h2	NA19384#2#haplotype2-0000126#0:151965632-152005448	Xq28a	Fragment	q6106	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19384_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19384_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19384#2#haplotype2-0000126#0:151965632-152005448 genomic_strand:-	1d2efd381ba7ce582c04c850583f97cd86f609e8dd4343d7c8daafbe4a7b77b8
