region	tip_1	tip_2	mismatches	comparable_positions	nucleotide_difference	tree_distance
pol	Xq12__hap1__n140	3p12.3__hap1__n129	126	1931	0.06525116519937856	0.1014667503502332
pol	Xq12__hap1__n140	3p12.3__hap2__n56	128	1932	0.06625258799171843	0.10470136549827302
pol	Xq12__hap1__n140	3q12.3__hap1__n80	216	1917	0.11267605633802817	0.10087908619726137
pol	Xq12__hap1__n140	3q12.3__hap2__n77	216	1917	0.11267605633802817	0.10050513252889835
pol	Xq12__hap1__n140	3q13.2__hap1__n179	214	1929	0.11093831000518403	0.10478305181983237
pol	Xq12__hap1__n140	3q13.2__hap2__n67	213	1929	0.1104199066874028	0.10507729893243886
pol	Xq12__hap1__n140	3q21.2__hap1__n92	232	1934	0.11995863495346432	0.11770453932879726
pol	Xq12__hap1__n140	3q21.2__hap2__n84	232	1934	0.11995863495346432	0.11806015192916906
pol	Xq12__hap1__n140	3q27.2__hap1__n191	213	1934	0.11013443640124095	0.1037683108899307
pol	Xq12__hap1__n140	3q27.2__hap2__n73	213	1934	0.11013443640124095	0.10375615690201605
pol	Xq12__hap1__n140	4p16.1a__hap1__n174	120	1931	0.06214396685655101	0.10157570445550593
pol	Xq12__hap1__n140	4p16.1a__hap2__n60	121	1931	0.06266183324702226	0.10247525982566755
pol	Xq12__hap1__n140	4p16.1b__hap1__n96	124	1929	0.064282011404873	0.1037871262272869
pol	Xq12__hap1__n140	4p16.1b__hap2__n72	126	1929	0.06531881804043546	0.10479462305899426
pol	Xq12__hap1__n140	4p16.3a__hap1__n21	120	1894	0.06335797254487856	0.10307692655597672
pol	Xq12__hap1__n140	4p16.3a__hap2__n13	121	1894	0.06388595564941922	0.10341888081082481
pol	Xq12__hap1__n140	4p16.3c__hap1__n78	113	1929	0.05857957490927942	0.09851576676337417
pol	Xq12__hap1__n140	4p16.3c__hap2__n59	112	1929	0.058061171591498185	0.0973856802280374
pol	Xq12__hap1__n140	4q13.2__hap1__n147	103	1193	0.08633696563285834	0.10225498316056567
pol	Xq12__hap1__n140	4q13.2__hap2__n37	100	1193	0.08382229673093043	0.10060940668175976
pol	Xq12__hap1__n140	4q35.2_hg38__hap1__n83	117	1894	0.0617740232312566	0.1015813761942056
pol	Xq12__hap1__n140	4q35.2_hg38__hap2__n16	117	1894	0.0617740232312566	0.10203544033103203
pol	Xq12__hap1__n140	5p12__hap1__n215	267	1919	0.13913496612819176	0.1384119358174474
pol	Xq12__hap1__n140	5p12__hap2__n83	265	1919	0.13809275664408546	0.13802188628410322
pol	Xq12__hap1__n140	5p13.3__hap1__n101	211	1934	0.10910031023784902	0.10405754022190743
pol	Xq12__hap1__n140	5p13.3__hap2__n74	211	1934	0.10910031023784902	0.10439129491773588
pol	Xq12__hap1__n140	5q33.2__hap1__n231	64	994	0.06438631790744467	0.09173334811149553
pol	Xq12__hap1__n140	5q33.2__hap2__n71	64	994	0.06438631790744467	0.09208992033331723
pol	Xq12__hap1__n140	5q33.3__hap1__n298	213	1934	0.11013443640124095	0.10534623944278258
pol	Xq12__hap1__n140	5q33.3__hap2__n47	212	1934	0.10961737331954498	0.10458326120782865
pol	Xq12__hap1__n140	6p21.1__hap1__n238	148	1933	0.07656492498706674	0.09155955716605119
pol	Xq12__hap1__n140	6p21.1__hap2__n65	147	1933	0.0760475944128298	0.09122542740559635
pol	Xq12__hap1__n140	6p22.1__hap1__n132	219	1934	0.11323681489141675	0.11565476392581442
pol	Xq12__hap1__n140	6p22.1__hap2__n81	219	1934	0.11323681489141675	0.11568352821274394
pol	Xq12__hap1__n140	6q11.1__hap1__n160	162	1924	0.0841995841995842	0.12780756948280256
pol	Xq12__hap1__n140	6q11.1__hap2__n105	165	1924	0.08575883575883576	0.1291517355560174
pol	Xq12__hap1__n140	6q14.1__hap1__n128	211	1903	0.11087756174461377	0.10118348513799631
pol	Xq12__hap1__n140	6q14.1__hap2__n49	212	1903	0.11140304781923278	0.10189553244695383
pol	Xq12__hap1__n140	7p22.1__hap1__n149	216	1934	0.11168562564632885	0.10414286476331193
pol	Xq12__hap1__n140	7p22.1__hap2__n32	214	1934	0.11065149948293691	0.10441793424977526
pol	Xq12__hap1__n140	8p23.1a_hg38__hap1__n24	213	1934	0.11013443640124095	0.10506332989009748
pol	Xq12__hap1__n140	8p23.1a_hg38__hap2__n3	218	1934	0.11271975180972078	0.10612458250283997
pol	Xq12__hap1__n140	8p23.1b__hap1__n41	118	1930	0.061139896373056994	0.09739771098302077
pol	Xq12__hap1__n140	8p23.1b__hap2__n35	116	1930	0.06010362694300518	0.09674991719234294
pol	Xq12__hap1__n140	8p23.1c__hap1__n105	112	1930	0.058031088082901555	0.09668464569305375
pol	Xq12__hap1__n140	8p23.1c__hap2__n12	114	1930	0.05906735751295337	0.09707678060268245
pol	Xq12__hap1__n140	8p23.1d__hap1__n58	119	1929	0.06168999481596682	0.09734980109133462
pol	Xq12__hap1__n140	8p23.1d__hap2__n31	117	1930	0.06062176165803109	0.09707999547199672
pol	Xq12__hap1__n140	8p23.1e__hap1__n87	119	1930	0.061658031088082904	0.0973306818074337
pol	Xq12__hap1__n140	8p23.1e__hap2__n39	118	1930	0.061139896373056994	0.097597610896884
pol	Xq12__hap1__n140	8q11.21__hap1__n126	150	1929	0.07776049766718507	0.11839867074357682
pol	Xq12__hap1__n140	8q11.21__hap2__n100	149	1929	0.07724209434940384	0.1178988551034573
pol	Xq12__hap1__n140	8q11.23_new__hap1__n1	211	1934	0.10910031023784902	0.10446608229945377
pol	Xq12__hap1__n140	8q24.3c__hap1__n138	90	1677	0.05366726296958855	0.09259170618604967
pol	Xq12__hap1__n140	8q24.3c__hap2__n113	91	1677	0.05426356589147287	0.09297020107147108
pol	Xq12__hap1__n140	9q34.11__hap1__n422	132	1917	0.06885758998435054	0.10327338859560484
pol	Xq12__hap1__n140	9q34.11__hap2__n5	133	1917	0.0693792383933229	0.10366657946731742
pol	Xq12__hap1__n140	9q34.3__hap1__n201	293	1929	0.1518921721099015	0.13524597993636417
pol	Xq12__hap1__n140	9q34.3__hap2__n106	288	1929	0.14930015552099535	0.1338188140620444
pol	Xq12__hap2__n64	10p12.1__hap1__n198	213	1934	0.11013443640124095	0.10378857374388836
pol	Xq12__hap2__n64	10p12.1__hap2__n72	212	1934	0.10961737331954498	0.10377562963554504
pol	Xq12__hap2__n64	10p14__hap1__n232	215	1926	0.11163032191069575	0.10557551857178388
pol	Xq12__hap2__n64	10p14__hap2__n40	216	1926	0.11214953271028037	0.10674553057008844
pol	Xq12__hap2__n64	10q24.2__hap1__n127	213	1934	0.11013443640124095	0.10461424014792878
pol	Xq12__hap2__n64	10q24.2__hap2__n83	214	1934	0.11065149948293691	0.10481563301436098
pol	Xq12__hap2__n64	11p15.4__hap1__n207	114	1926	0.059190031152647975	0.09453995018914013
pol	Xq12__hap2__n64	11p15.4__hap2__n77	113	1926	0.05867082035306334	0.09469617760585822
pol	Xq12__hap2__n64	11q12.1__hap1__n200	159	1794	0.08862876254180602	0.11244308307794727
pol	Xq12__hap2__n64	11q12.1__hap2__n154	158	1794	0.08807134894091416	0.11206097376170153
pol	Xq12__hap2__n64	11q12.3__hap1__n212	210	1919	0.10943199583116206	0.10748504483507526
pol	Xq12__hap2__n64	11q12.3__hap2__n85	211	1919	0.10995310057321521	0.10844729096836235
pol	Xq12__hap2__n64	11q22.1__hap1__n82	212	1928	0.10995850622406639	0.10322978928349631
pol	Xq12__hap2__n64	11q22.1__hap2__n68	215	1934	0.11116856256463288	0.10353699215916012
pol	Xq12__hap2__n64	11q23.3__hap1__n153	219	1925	0.11376623376623377	0.10667599732859694
pol	Xq12__hap2__n64	11q23.3__hap2__n139	219	1925	0.11376623376623377	0.10705749412193037
pol	Xq12__hap2__n64	12p11.21__hap1__n243	251	1914	0.13113897596656218	0.14079536400284448
pol	Xq12__hap2__n64	12p11.21__hap2__n84	250	1914	0.13061650992685475	0.14016106852898505
pol	Xq12__hap2__n64	12q13.2__hap1__n138	225	1934	0.11633919338159256	0.11314197978508592
pol	Xq12__hap2__n64	12q13.2__hap2__n26	228	1934	0.11789038262668046	0.11503445886523177
pol	Xq12__hap2__n64	12q14.1__hap1__n104	212	1923	0.11024440977639105	0.10432226806852987
pol	Xq12__hap2__n64	12q14.1__hap2__n60	213	1923	0.11076443057722309	0.10483866541544964
pol	Xq12__hap2__n64	13p13__hap1__n7	234	1934	0.12099276111685625	0.1132262660833476
pol	Xq12__hap2__n64	13p13__hap2__n2	231	1934	0.11944157187176836	0.1128246140084131
pol	Xq12__hap2__n64	14q32.33__hap1__n51	107	1356	0.07890855457227139	0.09268382556622246
pol	Xq12__hap2__n64	14q32.33__hap2__n36	107	1356	0.07890855457227139	0.09711222077264502
pol	Xq12__hap2__n64	15p13a__hap1__n12	120	1894	0.06335797254487856	0.10241198174735247
pol	Xq12__hap2__n64	15p13a__hap2__n5	117	1894	0.0617740232312566	0.10159028487992691
pol	Xq12__hap2__n64	15p13b__hap1__n13	234	1934	0.12099276111685625	0.11399360569811366
pol	Xq12__hap2__n64	15p13b__hap2__n2	229	1933	0.11846870150025866	0.11338349294372556
pol	Xq12__hap2__n64	19p12a__hap1__n219	221	1931	0.1144484722941481	0.12214284404679127
pol	Xq12__hap2__n64	19p12a__hap2__n93	221	1931	0.1144484722941481	0.12272680611155196
pol	Xq12__hap2__n64	19p12b__hap1__n30	208	1934	0.10754912099276112	0.10559062138034687
pol	Xq12__hap2__n64	19p12b__hap2__n10	207	1934	0.10703205791106515	0.1045825793776547
pol	Xq12__hap2__n64	19p12c__hap1__n156	213	1934	0.11013443640124095	0.10481773168397862
pol	Xq12__hap2__n64	19p12c__hap2__n22	212	1934	0.10961737331954498	0.10448305793627226
pol	Xq12__hap2__n64	19q12__hap1__n328	212	1934	0.10961737331954498	0.10444562424015132
pol	Xq12__hap2__n64	19q12__hap2__n40	212	1934	0.10961737331954498	0.10415543334801342
pol	Xq12__hap2__n64	19q13.12a__hap1__n277	215	1030	0.2087378640776699	0.17047249117129748
pol	Xq12__hap2__n64	19q13.12a__hap2__n121	215	1030	0.2087378640776699	0.169903077211898
pol	Xq12__hap2__n64	19q13.12b__hap1__n226	212	1911	0.1109366823652538	0.10867626853474842
pol	Xq12__hap2__n64	19q13.12b__hap2__n135	213	1912	0.11140167364016737	0.10867821893229691
pol	Xq12__hap2__n64	19q13.41__hap1__n169	217	1919	0.11307972902553413	0.1377980003358194
pol	Xq12__hap2__n64	19q13.41__hap2__n133	215	1919	0.11203751954142782	0.1371376892115061
pol	Xq12__hap2__n64	19q13.42__hap1__n132	135	1295	0.10424710424710425	0.10906865771980423
pol	Xq12__hap2__n64	19q13.42__hap2__n84	135	1295	0.10424710424710425	0.10906561192943665
pol	Xq12__hap2__n64	1p31.1a__hap1__n108	218	1934	0.11271975180972078	0.10519707222546562
pol	Xq12__hap2__n64	1p31.1a__hap2__n93	219	1934	0.11323681489141675	0.1059452042112015
pol	Xq12__hap2__n64	1p36.21a__hap1__n166	115	1420	0.08098591549295775	0.09391409308596149
pol	Xq12__hap2__n64	1p36.21a__hap2__n67	115	1420	0.08098591549295775	0.09442744878481017
pol	Xq12__hap2__n64	1p36.21b__hap1__n195	158	1845	0.08563685636856369	0.09625377664442962
pol	Xq12__hap2__n64	1p36.21b__hap2__n44	156	1844	0.08459869848156182	0.09485338735570753
pol	Xq12__hap2__n64	1p36.21c__hap1__n152	152	1846	0.08234019501625135	0.09403046737845878
pol	Xq12__hap2__n64	1p36.21c__hap2__n96	152	1846	0.08234019501625135	0.09435849417504799
pol	Xq12__hap2__n64	1q21.3__hap1__n310	271	1586	0.1708701134930643	0.1517544666498003
pol	Xq12__hap2__n64	1q21.3__hap2__n7	272	1586	0.17150063051702397	0.152224688137651
pol	Xq12__hap2__n64	1q22__hap1__n261	216	1934	0.11168562564632885	0.10568561529609834
pol	Xq12__hap2__n64	1q22__hap2__n30	213	1934	0.11013443640124095	0.10494928736554732
pol	Xq12__hap2__n64	1q23.3__hap1__n185	208	1933	0.10760475944128298	0.10245962655990049
pol	Xq12__hap2__n64	1q23.3__hap2__n75	208	1933	0.10760475944128298	0.10391071728973714
pol	Xq12__hap2__n64	1q24.1__hap1__n150	88	1120	0.07857142857142857	0.09240291924986062
pol	Xq12__hap2__n64	1q24.1__hap2__n129	88	1120	0.07857142857142857	0.09187723968085883
pol	Xq12__hap2__n64	20q11.22__hap1__n142	144	1494	0.0963855421686747	0.0965917725824384
pol	Xq12__hap2__n64	20q11.22__hap2__n69	144	1494	0.0963855421686747	0.0963741490172152
pol	Xq12__hap2__n64	21p13__hap1__n28	120	1894	0.06335797254487856	0.10241520178783563
pol	Xq12__hap2__n64	21p13__hap2__n13	118	1894	0.06230200633579725	0.101673737832542
pol	Xq12__hap2__n64	21q21.1__hap1__n64	241	1934	0.12461220268872802	0.1257995285037325
pol	Xq12__hap2__n64	21q21.1__hap2__n31	241	1934	0.12461220268872802	0.12550800043431315
pol	Xq12__hap2__n64	22p13__hap1__n14	121	1894	0.06388595564941922	0.10276926432619732
pol	Xq12__hap2__n64	22p13__hap2__n6	117	1894	0.0617740232312566	0.1021899163753329
pol	Xq12__hap2__n64	22q11.21__hap1__n84	214	1933	0.1107087428867046	0.10455140622609116
pol	Xq12__hap2__n64	22q11.21__hap2__n37	211	1933	0.10915675116399379	0.10276142676596972
pol	Xq12__hap2__n64	22q11.23__hap1__n61	183	1912	0.09571129707112971	0.09583503542605826
pol	Xq12__hap2__n64	22q11.23__hap2__n40	183	1912	0.09571129707112971	0.09587297315174238
pol	Xq12__hap2__n64	3p12.3__hap1__n129	125	1931	0.0647332988089073	0.10099224356969945
pol	Xq12__hap2__n64	3p12.3__hap2__n56	127	1932	0.06573498964803312	0.10422685871773929
pol	Xq12__hap2__n64	3q12.3__hap1__n80	214	1917	0.11163275952008346	0.10040457941672762
pol	Xq12__hap2__n64	3q12.3__hap2__n77	214	1917	0.11163275952008346	0.1000306257483646
pol	Xq12__hap2__n64	3q13.2__hap1__n179	213	1929	0.1104199066874028	0.10430854503929862
pol	Xq12__hap2__n64	3q13.2__hap2__n67	212	1929	0.10990150336962157	0.10460279215190511
pol	Xq12__hap2__n64	3q21.2__hap1__n92	231	1934	0.11944157187176836	0.11723003254826353
pol	Xq12__hap2__n64	3q21.2__hap2__n84	231	1934	0.11944157187176836	0.11758564514863531
pol	Xq12__hap2__n64	3q27.2__hap1__n191	212	1934	0.10961737331954498	0.10329380410939695
pol	Xq12__hap2__n64	3q27.2__hap2__n73	212	1934	0.10961737331954498	0.1032816501214823
pol	Xq12__hap2__n64	4p16.1a__hap1__n174	119	1931	0.061626100466079754	0.10110119767497219
pol	Xq12__hap2__n64	4p16.1a__hap2__n60	120	1931	0.06214396685655101	0.1020007530451338
pol	Xq12__hap2__n64	4p16.1b__hap1__n96	123	1929	0.06376360808709176	0.10331261944675316
pol	Xq12__hap2__n64	4p16.1b__hap2__n72	125	1929	0.06480041472265423	0.10432011627846051
pol	Xq12__hap2__n64	4p16.3a__hap1__n21	119	1894	0.06282998944033791	0.10260241977544299
pol	Xq12__hap2__n64	4p16.3a__hap2__n13	120	1894	0.06335797254487856	0.10294437403029108
pol	Xq12__hap2__n64	4p16.3c__hap1__n78	112	1929	0.058061171591498185	0.09804125998284044
pol	Xq12__hap2__n64	4p16.3c__hap2__n59	111	1929	0.05754276827371695	0.09691117344750366
pol	Xq12__hap2__n64	4q13.2__hap1__n147	104	1193	0.08717518860016764	0.10178047638003192
pol	Xq12__hap2__n64	4q13.2__hap2__n37	101	1193	0.08466051969823973	0.10013489990122601
pol	Xq12__hap2__n64	4q35.2_hg38__hap1__n83	116	1894	0.061246040126715945	0.10110686941367186
pol	Xq12__hap2__n64	4q35.2_hg38__hap2__n16	116	1894	0.061246040126715945	0.10156093355049828
pol	Xq12__hap2__n64	5p12__hap1__n215	266	1919	0.13861386138613863	0.13793742903691367
pol	Xq12__hap2__n64	5p12__hap2__n83	264	1919	0.1375716519020323	0.1375473795035695
pol	Xq12__hap2__n64	5p13.3__hap1__n101	210	1934	0.10858324715615306	0.10358303344137368
pol	Xq12__hap2__n64	5p13.3__hap2__n74	210	1934	0.10858324715615306	0.10391678813720213
pol	Xq12__hap2__n64	5q33.2__hap1__n231	64	994	0.06438631790744467	0.09125884133096179
pol	Xq12__hap2__n64	5q33.2__hap2__n71	64	994	0.06438631790744467	0.09161541355278348
pol	Xq12__hap2__n64	5q33.3__hap1__n298	212	1934	0.10961737331954498	0.10487173266224883
pol	Xq12__hap2__n64	5q33.3__hap2__n47	211	1934	0.10910031023784902	0.1041087544272949
pol	Xq12__hap2__n64	6p21.1__hap1__n238	146	1933	0.07553026383859286	0.09108505038551744
pol	Xq12__hap2__n64	6p21.1__hap2__n65	145	1933	0.07501293326435593	0.0907509206250626
pol	Xq12__hap2__n64	6p22.1__hap1__n132	218	1934	0.11271975180972078	0.11518025714528068
pol	Xq12__hap2__n64	6p22.1__hap2__n81	218	1934	0.11271975180972078	0.1152090214322102
pol	Xq12__hap2__n64	6q11.1__hap1__n160	161	1924	0.08367983367983368	0.12733306270226882
pol	Xq12__hap2__n64	6q11.1__hap2__n105	164	1924	0.08523908523908524	0.12867722877548365
pol	Xq12__hap2__n64	6q14.1__hap1__n128	210	1903	0.11035207566999475	0.10070897835746256
pol	Xq12__hap2__n64	6q14.1__hap2__n49	211	1903	0.11087756174461377	0.10142102566642008
pol	Xq12__hap2__n64	7p22.1__hap1__n149	215	1934	0.11116856256463288	0.10366835798277818
pol	Xq12__hap2__n64	7p22.1__hap2__n32	213	1934	0.11013443640124095	0.10394342746924151
pol	Xq12__hap2__n64	8p23.1a_hg38__hap1__n24	212	1934	0.10961737331954498	0.10458882310956373
pol	Xq12__hap2__n64	8p23.1a_hg38__hap2__n3	217	1934	0.11220268872802482	0.10565007572230622
pol	Xq12__hap2__n64	8p23.1b__hap1__n41	117	1930	0.06062176165803109	0.09692320420248704
pol	Xq12__hap2__n64	8p23.1b__hap2__n35	115	1930	0.05958549222797927	0.09627541041180919
pol	Xq12__hap2__n64	8p23.1c__hap1__n105	111	1930	0.057512953367875645	0.09621013891252
pol	Xq12__hap2__n64	8p23.1c__hap2__n12	113	1930	0.05854922279792746	0.0966022738221487
pol	Xq12__hap2__n64	8p23.1d__hap1__n58	118	1929	0.06117159149818559	0.09687529431080089
pol	Xq12__hap2__n64	8p23.1d__hap2__n31	116	1930	0.06010362694300518	0.09660548869146299
pol	Xq12__hap2__n64	8p23.1e__hap1__n87	118	1930	0.061139896373056994	0.09685617502689997
pol	Xq12__hap2__n64	8p23.1e__hap2__n39	117	1930	0.06062176165803109	0.09712310411635025
pol	Xq12__hap2__n64	8q11.21__hap1__n126	149	1929	0.07724209434940384	0.11792416396304309
pol	Xq12__hap2__n64	8q11.21__hap2__n100	148	1929	0.0767236910316226	0.11742434832292355
pol	Xq12__hap2__n64	8q11.23_new__hap1__n1	210	1934	0.10858324715615306	0.10399157551892002
pol	Xq12__hap2__n64	8q24.3c__hap1__n138	89	1677	0.05307096004770424	0.09211719940551594
pol	Xq12__hap2__n64	8q24.3c__hap2__n113	90	1677	0.05366726296958855	0.09249569429093735
pol	Xq12__hap2__n64	9q34.11__hap1__n422	131	1917	0.0683359415753782	0.10279888181507109
pol	Xq12__hap2__n64	9q34.11__hap2__n5	132	1917	0.06885758998435054	0.10319207268678368
pol	Xq12__hap2__n64	9q34.3__hap1__n201	292	1929	0.15137376879212028	0.13477147315583043
pol	Xq12__hap2__n64	9q34.3__hap2__n106	287	1929	0.1487817522032141	0.13334430728151067
pol	Xq12__hap2__n64	Xq12__hap1__n140	3	1934	0.0015511892450879006	0.001551189245087897
pol	Xq21.33__hap1__n3	10p12.1__hap1__n198	37	2623	0.014105985512771636	0.013584264762027605
pol	Xq21.33__hap1__n3	10p12.1__hap2__n72	37	2623	0.014105985512771636	0.013571320653684278
pol	Xq21.33__hap1__n3	10p14__hap1__n232	102	2863	0.03562696472231924	0.03475115473177238
pol	Xq21.33__hap1__n3	10p14__hap2__n40	105	2863	0.03667481662591687	0.03592116673007694
pol	Xq21.33__hap1__n3	10q24.2__hap1__n127	51	2871	0.017763845350052248	0.01803396378068437
pol	Xq21.33__hap1__n3	10q24.2__hap2__n83	51	2871	0.017763845350052248	0.01823535664711657
pol	Xq21.33__hap1__n3	11p15.4__hap1__n207	318	2844	0.11181434599156118	0.10890463875561776
pol	Xq21.33__hap1__n3	11p15.4__hap2__n77	320	2845	0.11247803163444639	0.10906086617233585
pol	Xq21.33__hap1__n3	11q12.1__hap1__n200	312	2322	0.1343669250645995	0.12680777164442492
pol	Xq21.33__hap1__n3	11q12.1__hap2__n154	311	2322	0.1339362618432386	0.12642566232817917
pol	Xq21.33__hap1__n3	11q12.3__hap1__n212	163	2851	0.057172921781830935	0.05551583920295846
pol	Xq21.33__hap1__n3	11q12.3__hap2__n85	165	2851	0.05787443002455279	0.05647808533624555
pol	Xq21.33__hap1__n3	11q22.1__hap1__n82	32	2865	0.011169284467713788	0.011486027417223483
pol	Xq21.33__hap1__n3	11q22.1__hap2__n68	32	2871	0.01114594218042494	0.011793230292887296
pol	Xq21.33__hap1__n3	11q23.3__hap1__n153	75	2613	0.02870264064293915	0.026403164678137782
pol	Xq21.33__hap1__n3	11q23.3__hap2__n139	76	2613	0.02908534251817834	0.02678466147147121
pol	Xq21.33__hap1__n3	12p11.21__hap1__n243	256	2851	0.08979305506839705	0.08882615837072769
pol	Xq21.33__hap1__n3	12p11.21__hap2__n84	254	2851	0.0890915468256752	0.08819186289686824
pol	Xq21.33__hap1__n3	12q13.2__hap1__n138	62	2623	0.0236370568051849	0.022937670803225146
pol	Xq21.33__hap1__n3	12q13.2__hap2__n26	68	2623	0.025924513915364086	0.024830149883371004
pol	Xq21.33__hap1__n3	12q14.1__hap1__n104	38	2856	0.01330532212885154	0.013065851943031576
pol	Xq21.33__hap1__n3	12q14.1__hap2__n60	40	2856	0.014005602240896359	0.013582249289951345
pol	Xq21.33__hap1__n3	13p13__hap1__n7	100	2626	0.03808073115003808	0.03744105536051931
pol	Xq21.33__hap1__n3	13p13__hap2__n2	99	2626	0.0376999238385377	0.03703940328558481
pol	Xq21.33__hap1__n3	14q32.33__hap1__n51	170	1608	0.10572139303482588	0.10704851413270008
pol	Xq21.33__hap1__n3	14q32.33__hap2__n36	208	1780	0.11685393258426967	0.11147690933912265
pol	Xq21.33__hap1__n3	15p13a__hap1__n12	330	2742	0.12035010940919037	0.11677667031383009
pol	Xq21.33__hap1__n3	15p13a__hap2__n5	328	2742	0.11962071480671042	0.11595497344640454
pol	Xq21.33__hap1__n3	15p13b__hap1__n13	101	2626	0.038461538461538464	0.03820839497528538
pol	Xq21.33__hap1__n3	15p13b__hap2__n2	100	2625	0.0380952380952381	0.037598282220897276
pol	Xq21.33__hap1__n3	19p12a__hap1__n219	208	2866	0.07257501744591766	0.07017363841467446
pol	Xq21.33__hap1__n3	19p12a__hap2__n93	210	2866	0.0732728541521284	0.07075760047943515
pol	Xq21.33__hap1__n3	19p12b__hap1__n30	41	2871	0.014280738418669453	0.013846859514074047
pol	Xq21.33__hap1__n3	19p12b__hap2__n10	38	2871	0.013235806339254615	0.01283881751138187
pol	Xq21.33__hap1__n3	19p12c__hap1__n156	39	2619	0.014891179839633447	0.014613422702117854
pol	Xq21.33__hap1__n3	19p12c__hap2__n22	38	2619	0.014509354715540282	0.014278748954411492
pol	Xq21.33__hap1__n3	19q12__hap1__n328	41	2871	0.014280738418669453	0.015345283502879782
pol	Xq21.33__hap1__n3	19q12__hap2__n40	40	2871	0.013932427725531174	0.015055092610741882
pol	Xq21.33__hap1__n3	19q13.12a__hap1__n277	204	1767	0.11544991511035653	0.12183135851412699
pol	Xq21.33__hap1__n3	19q13.12a__hap2__n121	203	1767	0.11488398415393322	0.12126194455472754
pol	Xq21.33__hap1__n3	19q13.12b__hap1__n226	164	2841	0.057726152763111584	0.05670706290263162
pol	Xq21.33__hap1__n3	19q13.12b__hap2__n135	164	2842	0.057705840957072485	0.05670901330018011
pol	Xq21.33__hap1__n3	19q13.41__hap1__n169	251	2763	0.0908432862830257	0.0891568676786489
pol	Xq21.33__hap1__n3	19q13.41__hap2__n133	251	2763	0.0908432862830257	0.08849655655433561
pol	Xq21.33__hap1__n3	19q13.42__hap1__n132	124	1932	0.06418219461697723	0.06042752506263374
pol	Xq21.33__hap1__n3	19q13.42__hap2__n84	124	1932	0.06418219461697723	0.06042447927226616
pol	Xq21.33__hap1__n3	1p31.1a__hap1__n108	90	2622	0.034324942791762014	0.03252819429798466
pol	Xq21.33__hap1__n3	1p31.1a__hap2__n93	91	2622	0.03470633104500381	0.03327632628372054
pol	Xq21.33__hap1__n3	1p36.21a__hap1__n166	189	1714	0.1102683780630105	0.10827878165243913
pol	Xq21.33__hap1__n3	1p36.21a__hap2__n67	190	1714	0.11085180863477247	0.1087921373512878
pol	Xq21.33__hap1__n3	1p36.21b__hap1__n195	322	2781	0.11578568860122258	0.11061846521090724
pol	Xq21.33__hap1__n3	1p36.21b__hap2__n44	318	2780	0.11438848920863309	0.10921807592218516
pol	Xq21.33__hap1__n3	1p36.21c__hap1__n152	311	2769	0.11231491513181655	0.10839515594493641
pol	Xq21.33__hap1__n3	1p36.21c__hap2__n96	312	2769	0.11267605633802817	0.10872318274152562
pol	Xq21.33__hap1__n3	1q21.3__hap1__n310	215	2075	0.10361445783132531	0.10311333399262979
pol	Xq21.33__hap1__n3	1q21.3__hap2__n7	216	2075	0.10409638554216867	0.10358355548048048
pol	Xq21.33__hap1__n3	1q22__hap1__n261	44	2623	0.01677468547464735	0.015481306314237572
pol	Xq21.33__hap1__n3	1q22__hap2__n30	42	2623	0.016012199771254287	0.014744978383686557
pol	Xq21.33__hap1__n3	1q23.3__hap1__n185	60	2619	0.022909507445589918	0.02146469290087381
pol	Xq21.33__hap1__n3	1q23.3__hap2__n75	64	2619	0.024436807941962582	0.022915783630710465
pol	Xq21.33__hap1__n3	1q24.1__hap1__n150	196	1762	0.1112372304199773	0.10676760781633823
pol	Xq21.33__hap1__n3	1q24.1__hap2__n129	195	1762	0.11066969353007945	0.10624192824733644
pol	Xq21.33__hap1__n3	20q11.22__hap1__n142	360	2135	0.1686182669789227	0.1652574150062366
pol	Xq21.33__hap1__n3	20q11.22__hap2__n69	360	2136	0.16853932584269662	0.1650397914410134
pol	Xq21.33__hap1__n3	21p13__hap1__n28	330	2742	0.12035010940919037	0.11677989035431324
pol	Xq21.33__hap1__n3	21p13__hap2__n13	328	2742	0.11962071480671042	0.11603842639901962
pol	Xq21.33__hap1__n3	21q21.1__hap1__n64	109	2623	0.041555470834921844	0.040188993542641015
pol	Xq21.33__hap1__n3	21q21.1__hap2__n31	108	2623	0.041174227983225314	0.03989746547322165
pol	Xq21.33__hap1__n3	22p13__hap1__n14	329	2742	0.1199854121079504	0.11713395289267493
pol	Xq21.33__hap1__n3	22p13__hap2__n6	330	2742	0.12035010940919037	0.11655460494181051
pol	Xq21.33__hap1__n3	22q11.21__hap1__n84	33	2622	0.012585812356979404	0.01434709724423039
pol	Xq21.33__hap1__n3	22q11.21__hap2__n37	29	2622	0.011060259344012205	0.012557117784108951
pol	Xq21.33__hap1__n3	22q11.23__hap1__n61	297	2796	0.10622317596566523	0.1026510826945795
pol	Xq21.33__hap1__n3	22q11.23__hap2__n40	299	2808	0.10648148148148148	0.10268902042026362
pol	Xq21.33__hap1__n3	3p12.3__hap1__n129	340	2868	0.11854951185495119	0.11535693213617708
pol	Xq21.33__hap1__n3	3p12.3__hap2__n56	351	2869	0.12234227953990938	0.1185915472842169
pol	Xq21.33__hap1__n3	3q12.3__hap1__n80	176	2600	0.06769230769230769	0.06832531309260337
