region	locus	original_locus	alignment_record	ID_Full	Source_Identifier	sample	haplotype	newly_admitted	sequence_sha256
pro	1p36.21a	1p36.21a	HG02841_pat	HG02841_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02841#1#CM098698.1:12454917-12461520	HG02841	pat	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG02841_pat	HG02841_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02841#1#CM098698.1:12454917-12461520	HG02841	pat	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG02886_mat	HG02886_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02886#2#CM088124.1:12443758-12450361	HG02886	mat	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG02886_mat	HG02886_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02886#2#CM088124.1:12443758-12450361	HG02886	mat	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG02886_mat	HG02886_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02886#2#CM088124.1:12443758-12450361	HG02886	mat	0	c52b8f8c7b025bc9baf0042eb0133d030a496f55d81ef283348cfca3b43464f5
gag	1p36.21a	1p36.21a	HG02953_h1	HG02953_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG02953#1#haplotype1-0000029#0:3781074-3816903	HG02953	h1	0	5b72240c10ed9dfece66898745edee7e2c1dce7d7a35aa26ea96daeabeb9e24a
pro	1p36.21a	1p36.21a	HG02953_h1	HG02953_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG02953#1#haplotype1-0000029#0:3781074-3816903	HG02953	h1	0	bfe39379a837485d83cce394c8d893f99b2b32cae32dbb528ab4ef0993a8ac8d
pol	1p36.21a	1p36.21a	HG02953_h1	HG02953_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG02953#1#haplotype1-0000029#0:3781074-3816903	HG02953	h1	0	0a5d385fb3803e06794072256aff4458e814caf3e7d8fca0df2ed288ee28f246
gag	1p36.21a	1p36.21a	HG02965_hap2	HG02965_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02965#2#CM087385.1:12346480-12353083	HG02965	h2	0	caa5f03a2fb3d95500992d755d59bcc16c3d40174c07812190b2bf537e31b799
pro	1p36.21a	1p36.21a	HG02965_hap2	HG02965_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02965#2#CM087385.1:12346480-12353083	HG02965	h2	0	63c80889da108bc2096868a7d1f02d04402fc27a924ee29ac3d090a98301f1f6
pol	1p36.21a	1p36.21a	HG02965_hap2	HG02965_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02965#2#CM087385.1:12346480-12353083	HG02965	h2	0	532b036784b480206b2b90e930eba0f978fe64aae0bce9d801c21004c524d3de
gag	1p36.21a	1p36.21a	HG02976_hap2	HG02976_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02976#2#CM087122.1:12355583-12362186	HG02976	h2	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG02976_hap2	HG02976_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02976#2#CM087122.1:12355583-12362186	HG02976	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG02976_hap2	HG02976_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02976#2#CM087122.1:12355583-12362186	HG02976	h2	0	1daba61b3c83c7fbee15e9849b4a5fc01d1481ee7d783969f109e8ccde4f12d9
gag	1p36.21a	1p36.21a	HG02984_pat	HG02984_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02984#1#CM098787.1:12265321-12271924	HG02984	pat	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG02984_pat	HG02984_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02984#1#CM098787.1:12265321-12271924	HG02984	pat	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG02984_pat	HG02984_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG02984#1#CM098787.1:12265321-12271924	HG02984	pat	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03009_h1	HG03009_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03009#1#haplotype1-0000009#0:242353920-242389725	HG03009	h1	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03009_h1	HG03009_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03009#1#haplotype1-0000009#0:242353920-242389725	HG03009	h1	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03009_h1	HG03009_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03009#1#haplotype1-0000009#0:242353920-242389725	HG03009	h1	0	5475359ef3c97d9f1f30d3be64302df13a6baeb52f7cc7827bcce9db1e0c7a1f
gag	1p36.21a	1p36.21a	HG03009_h2	HG03009_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03009#2#haplotype2-0000063#0:229381760-229417585	HG03009	h2	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03009_h2	HG03009_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03009#2#haplotype2-0000063#0:229381760-229417585	HG03009	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03009_h2	HG03009_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03009#2#haplotype2-0000063#0:229381760-229417585	HG03009	h2	0	5475359ef3c97d9f1f30d3be64302df13a6baeb52f7cc7827bcce9db1e0c7a1f
gag	1p36.21a	1p36.21a	HG03017_mat	HG03017_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03017#2#CM088924.1:12482151-12488754	HG03017	mat	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03017_mat	HG03017_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03017#2#CM088924.1:12482151-12488754	HG03017	mat	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03017_mat	HG03017_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03017#2#CM088924.1:12482151-12488754	HG03017	mat	0	5475359ef3c97d9f1f30d3be64302df13a6baeb52f7cc7827bcce9db1e0c7a1f
gag	1p36.21a	1p36.21a	HG03017_pat	HG03017_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03017#1#CM088908.1:12455587-12462190	HG03017	pat	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03017_pat	HG03017_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03017#1#CM088908.1:12455587-12462190	HG03017	pat	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03017_pat	HG03017_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03017#1#CM088908.1:12455587-12462190	HG03017	pat	0	5475359ef3c97d9f1f30d3be64302df13a6baeb52f7cc7827bcce9db1e0c7a1f
gag	1p36.21a	1p36.21a	HG03041_mat	HG03041_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03041#2#CM088727.1:12317881-12324484	HG03041	mat	0	0b0aa6f6b3728eedf21e62521a7387279d4fadad677310b8cb06e14d0ea7348f
pro	1p36.21a	1p36.21a	HG03041_mat	HG03041_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03041#2#CM088727.1:12317881-12324484	HG03041	mat	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03041_mat	HG03041_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03041#2#CM088727.1:12317881-12324484	HG03041	mat	0	8d3b64ebf6552afdec7d7062329097f293aa3af6e398b4d4e3a64fbce8488fba
gag	1p36.21a	1p36.21a	HG03050_mat	HG03050_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03050#2#CM098774.1:12523768-12530371	HG03050	mat	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03050_mat	HG03050_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03050#2#CM098774.1:12523768-12530371	HG03050	mat	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03050_mat	HG03050_mat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03050#2#CM098774.1:12523768-12530371	HG03050	mat	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03065_h2	HG03065_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03065#2#haplotype2-0000069#0:12435610-12471416	HG03065	h2	0	aa668ba41fdb544f670fbbde5c0e0490207ae1660c3e2907a75845489ad1741f
pro	1p36.21a	1p36.21a	HG03065_h2	HG03065_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03065#2#haplotype2-0000069#0:12435610-12471416	HG03065	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03065_h2	HG03065_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03065#2#haplotype2-0000069#0:12435610-12471416	HG03065	h2	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03130_hap1	HG03130_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03130#1#CM087252.1:12484154-12490757	HG03130	h1	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03130_hap1	HG03130_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03130#1#CM087252.1:12484154-12490757	HG03130	h1	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03130_hap1	HG03130_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03130#1#CM087252.1:12484154-12490757	HG03130	h1	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03130_hap2	HG03130_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03130#2#CM087266.1:12481261-12487864	HG03130	h2	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03130_hap2	HG03130_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03130#2#CM087266.1:12481261-12487864	HG03130	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03130_hap2	HG03130_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03130#2#CM087266.1:12481261-12487864	HG03130	h2	0	1daba61b3c83c7fbee15e9849b4a5fc01d1481ee7d783969f109e8ccde4f12d9
gag	1p36.21a	1p36.21a	HG03195_hap1	HG03195_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03195#1#CM087057.1:12396871-12403474	HG03195	h1	0	5b72240c10ed9dfece66898745edee7e2c1dce7d7a35aa26ea96daeabeb9e24a
pro	1p36.21a	1p36.21a	HG03195_hap1	HG03195_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03195#1#CM087057.1:12396871-12403474	HG03195	h1	0	bfe39379a837485d83cce394c8d893f99b2b32cae32dbb528ab4ef0993a8ac8d
pol	1p36.21a	1p36.21a	HG03195_hap1	HG03195_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03195#1#CM087057.1:12396871-12403474	HG03195	h1	0	0a5d385fb3803e06794072256aff4458e814caf3e7d8fca0df2ed288ee28f246
gag	1p36.21a	1p36.21a	HG03195_hap2	HG03195_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03195#2#CM087084.1:12531662-12538265	HG03195	h2	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03195_hap2	HG03195_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03195#2#CM087084.1:12531662-12538265	HG03195	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03195_hap2	HG03195_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03195#2#CM087084.1:12531662-12538265	HG03195	h2	0	83f41b2d52e8d72006cc7de03b7f881e150c03aabf5cbc3c7787df3867b57120
gag	1p36.21a	1p36.21a	HG03225_hap1	HG03225_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03225#1#CM089298.1:12430827-12437430	HG03225	h1	0	662e3cb109a7236ac49c7d17a057aaa31f4267a1ecb923fe80d1addf5b08ae37
pro	1p36.21a	1p36.21a	HG03225_hap1	HG03225_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03225#1#CM089298.1:12430827-12437430	HG03225	h1	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03225_hap1	HG03225_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03225#1#CM089298.1:12430827-12437430	HG03225	h1	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03225_hap2	HG03225_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03225#2#CM089313.1:12482001-12488604	HG03225	h2	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03225_hap2	HG03225_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03225#2#CM089313.1:12482001-12488604	HG03225	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03225_hap2	HG03225_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03225#2#CM089313.1:12482001-12488604	HG03225	h2	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03239_pat	HG03239_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03239#1#CM088744.1:12473348-12479951	HG03239	pat	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03239_pat	HG03239_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03239#1#CM088744.1:12473348-12479951	HG03239	pat	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03239_pat	HG03239_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03239#1#CM088744.1:12473348-12479951	HG03239	pat	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03248_h1	HG03248_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03248#1#haplotype1-0000013#0:12333172-12368962	HG03248	h1	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03248_h1	HG03248_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03248#1#haplotype1-0000013#0:12333172-12368962	HG03248	h1	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03248_h1	HG03248_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03248#1#haplotype1-0000013#0:12333172-12368962	HG03248	h1	0	8d3b64ebf6552afdec7d7062329097f293aa3af6e398b4d4e3a64fbce8488fba
gag	1p36.21a	1p36.21a	HG03248_h2	HG03248_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03248#2#haplotype2-0000137#0:12452925-12488739	HG03248	h2	0	662e3cb109a7236ac49c7d17a057aaa31f4267a1ecb923fe80d1addf5b08ae37
pro	1p36.21a	1p36.21a	HG03248_h2	HG03248_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03248#2#haplotype2-0000137#0:12452925-12488739	HG03248	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03248_h2	HG03248_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03248#2#haplotype2-0000137#0:12452925-12488739	HG03248	h2	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03270_hap2	HG03270_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03270#2#CM089910.1:12479545-12486148	HG03270	h2	0	662e3cb109a7236ac49c7d17a057aaa31f4267a1ecb923fe80d1addf5b08ae37
pro	1p36.21a	1p36.21a	HG03270_hap2	HG03270_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03270#2#CM089910.1:12479545-12486148	HG03270	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03270_hap2	HG03270_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03270#2#CM089910.1:12479545-12486148	HG03270	h2	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03369_hap1	HG03369_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03369#1#CM094382.1:12485402-12492005	HG03369	h1	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03369_hap1	HG03369_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03369#1#CM094382.1:12485402-12492005	HG03369	h1	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03369_hap1	HG03369_hap1_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03369#1#CM094382.1:12485402-12492005	HG03369	h1	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03371_h1	HG03371_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03371#1#haplotype1-0000004#0:238290533-238326331	HG03371	h1	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03371_h1	HG03371_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03371#1#haplotype1-0000004#0:238290533-238326331	HG03371	h1	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03371_h1	HG03371_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03371#1#haplotype1-0000004#0:238290533-238326331	HG03371	h1	0	8d3b64ebf6552afdec7d7062329097f293aa3af6e398b4d4e3a64fbce8488fba
gag	1p36.21a	1p36.21a	HG03371_h2	HG03371_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03371#2#haplotype2-0000082#0:12476313-12512141	HG03371	h2	0	10a895b4a3f4d22c51daa6014cf8f39ce8dbf19b7b646383c334706405bde9ea
pro	1p36.21a	1p36.21a	HG03371_h2	HG03371_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03371#2#haplotype2-0000082#0:12476313-12512141	HG03371	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03371_h2	HG03371_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03371#2#haplotype2-0000082#0:12476313-12512141	HG03371	h2	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03452_h2	HG03452_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03452#2#haplotype2-0000125#0:238095452-238131255	HG03452	h2	0	a89ad7e85b241680fc0e8094aa36ddefbcdc7ad7f549ab2d2e4a1d864bc01d1d
pro	1p36.21a	1p36.21a	HG03452_h2	HG03452_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03452#2#haplotype2-0000125#0:238095452-238131255	HG03452	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03452_h2	HG03452_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03452#2#haplotype2-0000125#0:238095452-238131255	HG03452	h2	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03456_h1	HG03456_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03456#1#haplotype1-0000016#0:133994856-134030657	HG03456	h1	0	662e3cb109a7236ac49c7d17a057aaa31f4267a1ecb923fe80d1addf5b08ae37
pro	1p36.21a	1p36.21a	HG03456_h1	HG03456_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03456#1#haplotype1-0000016#0:133994856-134030657	HG03456	h1	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03456_h1	HG03456_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03456#1#haplotype1-0000016#0:133994856-134030657	HG03456	h1	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03456_h2	HG03456_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03456#2#haplotype2-0000155#0:12331023-12366824	HG03456	h2	0	662e3cb109a7236ac49c7d17a057aaa31f4267a1ecb923fe80d1addf5b08ae37
pro	1p36.21a	1p36.21a	HG03456_h2	HG03456_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03456#2#haplotype2-0000155#0:12331023-12366824	HG03456	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03456_h2	HG03456_h2_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03456#2#haplotype2-0000155#0:12331023-12366824	HG03456	h2	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03470_hap2	HG03470_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03470#2#CM091866.1:12498512-12505115	HG03470	h2	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03470_hap2	HG03470_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03470#2#CM091866.1:12498512-12505115	HG03470	h2	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03470_hap2	HG03470_hap2_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03470#2#CM091866.1:12498512-12505115	HG03470	h2	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03486_pat	HG03486_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03486#1#CM091970.1:12475391-12481994	HG03486	pat	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03486_pat	HG03486_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03486#1#CM091970.1:12475391-12481994	HG03486	pat	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03486_pat	HG03486_pat_hprc_r2_v1.0.1_HML-2_1p36.21a	HG03486#1#CM091970.1:12475391-12481994	HG03486	pat	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03516_mat	HG03516_mat_hprc_r2_v1.1.0_HML-2_1p36.21a	HG03516#2#CM089230.1:12422022-12428625	HG03516	mat	0	10a895b4a3f4d22c51daa6014cf8f39ce8dbf19b7b646383c334706405bde9ea
pro	1p36.21a	1p36.21a	HG03516_mat	HG03516_mat_hprc_r2_v1.1.0_HML-2_1p36.21a	HG03516#2#CM089230.1:12422022-12428625	HG03516	mat	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03516_mat	HG03516_mat_hprc_r2_v1.1.0_HML-2_1p36.21a	HG03516#2#CM089230.1:12422022-12428625	HG03516	mat	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03516_pat	HG03516_pat_hprc_r2_v1.1.0_HML-2_1p36.21a	HG03516#1#CM089203.1:12410843-12417446	HG03516	pat	0	b9018d21966db9bdac623b03651550292fd7f8b8868468830d65ad79993aed34
pro	1p36.21a	1p36.21a	HG03516_pat	HG03516_pat_hprc_r2_v1.1.0_HML-2_1p36.21a	HG03516#1#CM089203.1:12410843-12417446	HG03516	pat	0	3c351b4b8e7473035dc9cf8d50fa0be23f54e4b5a1af8c90284b891231f10dfd
pol	1p36.21a	1p36.21a	HG03516_pat	HG03516_pat_hprc_r2_v1.1.0_HML-2_1p36.21a	HG03516#1#CM089203.1:12410843-12417446	HG03516	pat	0	28bef8247d9adc786c215515ee69f6a7b4f0f0ca1afcc5a4e54671bd4f154167
gag	1p36.21a	1p36.21a	HG03520_h1	HG03520_h1_HML-2_1p36.21a_graph_hgsvc3-2024-02-23-mc-chm13	HG03520#1#haplotype1-0000021#0:129766769-129802578	HG03520	h1	0	49147190bfcaca9bf2d4a4392de4ce57a47e608d9b4f372615c5f1f5a131d785
