query	locus	gene	length	sha256	ID_Full	Source_Identifier	oriented_source_start	source_strand
q6329	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03688_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03688#2#JBHDTK010000015.1:94587025-94590506	4057	+
q6330	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03704_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03704#2#CM086200.1:153155149-153158630	4057	+
q6332	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03710_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03710#2#CM086894.1:154051302-154054783	4057	+
q6336	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03816_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03816#2#CM100054.1:154448373-154451854	4058	+
q6344	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03927_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03927#2#CM086669.1:154066396-154069877	4057	+
q6350	Xq28b	env	2110	76bd562317521a9c561a50637978abd31e5f9703413e88d5b6a00c12ca69ed01	HG04204_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG04204#2#JBHIGZ010000059.1:1485206-1488688	4057	+
q6351	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG04228_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG04228#2#JBHIHB010000044.1:81540476-81543957	4057	+
q6360	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18565_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18565#2#JBIRDY010000046.1:52162232-52165713	4057	+
q6361	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18570_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	NA18570#1#CM087673.1:153925055-153928535	4057	+
q6362	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18570_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18570#2#CM087691.1:153879379-153882860	4057	+
q6363	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18608_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18608#2#JBHIJX010000048.1:100529549-100533030	4057	+
q6364	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18620_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18620#2#CM089838.1:152514466-152517949	4057	+
q6365	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18747_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18747#2#CM087251.1:153692624-153696106	4057	+
q6369	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18940_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18940#2#JBKACL010000023.1:154749544-154753026	4057	+
q6370	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18943_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18943#2#CM101700.1:152736498-152739977	4054	+
q6371	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18944_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18944#2#CM101684.1:153873500-153876980	4057	+
q6372	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18945_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18945#2#CM101640.1:153682045-153685527	4057	+
q6373	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18952_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18952#2#JBHIJT010000038.1:101017413-101020894	4058	+
q6374	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18959_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18959#2#CM101585.1:152884586-152888065	4054	+
q6376	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18967_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18967#2#CM101525.1:153601793-153605273	4057	+
q6377	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18970_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18970#2#CM101494.1:153631395-153634875	4057	+
q6378	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18971_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18971#2#JBHDWL010000010.1:31771567-31775048	4057	+
q6379	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18974_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18974#2#CM089807.1:152746543-152750024	4058	+
q6380	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18976_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	NA18976#1#JBHIJO010000017.1:52084593-52088074	4057	+
q6381	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18976_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18976#2#JBHIJP010000012.1:52191645-52195126	4057	+
q6382	Xq28b	env	2110	9f46782bfe44880c1194e8b6a6126113b3a904b16f27a16b90faef472410fb5c	NA18982_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18982#2#JBKABT010000023.1:153511798-153515279	4057	+
q6383	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA18983_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA18983#2#JBHDWV010000007.1:81558822-81562303	4057	+
q6386	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19087_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	NA19087#1#JBHDXP010000006.1:52029534-52033015	4057	+
q6387	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19087_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA19087#2#JBHDXQ010000053.1:51994139-51997620	4057	+
q6389	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19159_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA19159#2#JBJXQM010000002.1:98519670-98523150	4057	+
q6398	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA19682_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA19682#2#JBIRDK010000043.1:106023455-106026937	4057	+
q6404	Xq28b	env	2110	5d77e903a5fa72f19a47074f0dcc7978946c06de7e4a1cc0df2b2a192fe61bf5	NA19909_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA19909#2#CM094146.1:152807697-152811176	4055	+
q6408	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20282_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA20282#2#CM094289.1:152975135-152978614	4054	+
q6411	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20762_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA20762#2#JBKOQX010000024.1:153141950-153145432	4057	+
q6412	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20799_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA20799#2#JBJKOF010000014.1:51993947-51997429	4057	+
q6413	Xq28b	env	2110	aa2d682d8006b251127fdfda4dbfe2a7ca365086e800fa943b475c46461b345a	NA20806_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA20806#2#JBKOQV010000002.1:153539073-153542555	4057	+
q6414	Xq28b	env	2110	48e880ad2f8b835bcd9a44a1aabaca498f1fae327e38f439cca26bd3f0bf3fa4	NA20809_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA20809#2#JBIREA010000009.1:82788316-82791798	4057	+
q6415	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20827_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA20827#2#CM102581.1:152685706-152689184	4054	+
q6416	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA20850_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA20850#2#JBIRDW010000004.1:93338727-93342209	4057	+
q6420	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA21106_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	NA21106#1#CM089566.1:154005149-154008630	4057	+
q6421	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA21110_hap1_hprc_r2_v1.0.1_HML-2_Xq28b_alt1	NA21110#1#CM089677.1:153645018-153648499	4057	+
q6424	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA21144_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	NA21144#1#CM094105.1:152522730-152526211	4057	+
q6425	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	NA21144_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	NA21144#2#CM094120.1:154039809-154043288	4054	+
