locus	array	sample	haplotype	copy_count	region	complete_called_bases	segregating_substitution_sites	pair_comparisons	mean_pairwise_differences	mean_p_distance	min_pairwise_differences	max_pairwise_differences	any_indel
7p22.1	NA19682_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19682	h1	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA19682_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19682	h2	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	NA19682_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19682	h2	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	NA19682_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19682	h2	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	NA19682_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19682	h2	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	NA19682_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19682	h2	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	NA19682_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19682	h2	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	NA19682_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19682	h2	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	NA19682_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19682	h2	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA19700_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19700	h1	2	whole_unit	9458	17	1	17.0	0.0017974201733981815	17	17	1
7p22.1	NA19700_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19700	h1	2	internal	7535	9	1	9.0	0.0011944260119442602	9	9	1
7p22.1	NA19700_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19700	h1	2	5p_LTR	961	2	1	2.0	0.002081165452653486	2	2	0
7p22.1	NA19700_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19700	h1	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	NA19700_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19700	h1	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	NA19700_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19700	h1	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	NA19700_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19700	h1	2	pol	2871	1	1	1.0	0.00034831069313827936	1	1	0
7p22.1	NA19700_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19700	h1	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19776	h1	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19776	h1	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19776	h1	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19776	h1	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19776	h1	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19776	h1	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19776	h1	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19776	h1	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA19909_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19909	h2	2	whole_unit	9458	20	1	20.0	0.002114611968703743	20	20	1
7p22.1	NA19909_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19909	h2	2	internal	7535	10	1	10.0	0.0013271400132714001	10	10	1
7p22.1	NA19909_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19909	h2	2	5p_LTR	961	3	1	3.0	0.003121748178980229	3	3	0
7p22.1	NA19909_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19909	h2	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	NA19909_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19909	h2	2	gag	2001	5	1	5.0	0.0024987506246876563	5	5	0
7p22.1	NA19909_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19909	h2	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	NA19909_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19909	h2	2	pol	2871	1	1	1.0	0.00034831069313827936	1	1	0
7p22.1	NA19909_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19909	h2	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA20129_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20129	pat	2	whole_unit	9458	18	1	18.0	0.0019031507718333686	18	18	1
7p22.1	NA20129_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20129	pat	2	internal	7535	8	1	8.0	0.00106171201061712	8	8	1
7p22.1	NA20129_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20129	pat	2	5p_LTR	961	3	1	3.0	0.003121748178980229	3	3	0
7p22.1	NA20129_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20129	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	NA20129_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20129	pat	2	gag	2001	3	1	3.0	0.0014992503748125937	3	3	0
7p22.1	NA20129_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20129	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	NA20129_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20129	pat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	NA20129_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20129	pat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA20282_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20282	h1	3	whole_unit	9458	18	3	12.0	0.0012687448256670211	6	18	1
7p22.1	NA20282_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20282	h1	3	internal	7535	10	3	6.666666666666667	0.0008847600088476001	0	10	1
7p22.1	NA20282_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20282	h1	3	5p_LTR	961	2	3	1.3333333333333333	0.0013874436351023242	0	2	0
7p22.1	NA20282_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20282	h1	3	3p_LTR	962	6	3	4.0	0.004158004158004158	0	6	0
7p22.1	NA20282_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20282	h1	3	gag	2001	4	3	2.6666666666666665	0.0013326669998334165	0	4	0
7p22.1	NA20282_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20282	h1	3	pro	1004	4	3	2.6666666666666665	0.0026560424966799467	0	4	1
7p22.1	NA20282_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20282	h1	3	pol	2871	2	3	1.3333333333333333	0.0004644142575177058	0	2	0
7p22.1	NA20282_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20282	h1	3	env	2100	0	3	0.0	0.0	0	0	0
7p22.1	NA20355_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20355	h2	2	whole_unit	9458	17	1	17.0	0.0017974201733981815	17	17	1
7p22.1	NA20355_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20355	h2	2	internal	7535	8	1	8.0	0.00106171201061712	8	8	1
7p22.1	NA20355_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20355	h2	2	5p_LTR	961	2	1	2.0	0.002081165452653486	2	2	0
7p22.1	NA20355_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20355	h2	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	NA20355_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20355	h2	2	gag	2001	3	1	3.0	0.0014992503748125937	3	3	0
7p22.1	NA20355_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20355	h2	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	NA20355_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20355	h2	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	NA20355_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20355	h2	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h1	2	whole_unit	9458	18	1	18.0	0.0019031507718333686	18	18	1
7p22.1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h1	2	internal	7535	10	1	10.0	0.0013271400132714001	10	10	1
7p22.1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h1	2	5p_LTR	961	2	1	2.0	0.002081165452653486	2	2	0
7p22.1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h1	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h1	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h1	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h1	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h1	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA20503_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h2	2	whole_unit	9458	21	1	21.0	0.00222034256713893	21	21	1
7p22.1	NA20503_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h2	2	internal	7535	13	1	13.0	0.0017252820172528201	13	13	1
7p22.1	NA20503_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h2	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	NA20503_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h2	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	NA20503_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h2	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	NA20503_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h2	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	NA20503_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h2	2	pol	2871	4	1	4.0	0.0013932427725531174	4	4	0
7p22.1	NA20503_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h2	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	NA20509_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20509	h1	2	whole_unit	9458	20	1	20.0	0.002114611968703743	20	20	1
7p22.1	NA20509_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20509	h1	2	internal	7535	12	1	12.0	0.0015925680159256802	12	12	1
7p22.1	NA20509_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20509	h1	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	NA20509_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20509	h1	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	NA20509_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20509	h1	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	NA20509_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20509	h1	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	NA20509_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20509	h1	2	pol	2871	3	1	3.0	0.0010449320794148381	3	3	0
7p22.1	NA20509_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20509	h1	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	NA20752_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20752	h1	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	NA20752_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20752	h1	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	NA20752_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20752	h1	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	NA20752_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20752	h1	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	NA20752_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20752	h1	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	NA20752_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20752	h1	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	NA20752_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20752	h1	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	NA20752_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20752	h1	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	NA20762_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20762	h2	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	NA20762_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20762	h2	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	NA20762_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20762	h2	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	NA20762_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20762	h2	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	NA20762_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20762	h2	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	NA20762_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20762	h2	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	NA20762_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20762	h2	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	NA20762_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20762	h2	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA20799_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20799	h2	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	NA20799_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20799	h2	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	NA20799_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20799	h2	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	NA20799_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20799	h2	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	NA20799_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20799	h2	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	NA20799_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20799	h2	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	NA20799_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20799	h2	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	NA20799_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20799	h2	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA20806_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h1	2	whole_unit	9459	8	1	8.0	0.0008457553652605984	8	8	0
7p22.1	NA20806_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h1	2	internal	7536	2	1	2.0	0.0002653927813163482	2	2	0
7p22.1	NA20806_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h1	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	NA20806_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h1	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	NA20806_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h1	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	NA20806_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h1	2	pro	1005	1	1	1.0	0.0009950248756218905	1	1	0
7p22.1	NA20806_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h1	2	pol	2871	1	1	1.0	0.00034831069313827936	1	1	0
7p22.1	NA20806_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h1	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	NA20806_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h2	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	NA20806_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h2	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	NA20806_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h2	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	NA20806_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h2	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	NA20806_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h2	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	NA20806_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h2	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	NA20806_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h2	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	NA20806_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h2	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA20827_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20827	h1	2	whole_unit	9459	7	1	7.0	0.0007400359446030236	7	7	0
7p22.1	NA20827_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20827	h1	2	internal	7536	1	1	1.0	0.0001326963906581741	1	1	0
7p22.1	NA20827_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20827	h1	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	NA20827_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20827	h1	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	NA20827_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20827	h1	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	NA20827_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20827	h1	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	NA20827_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20827	h1	2	pol	2871	1	1	1.0	0.00034831069313827936	1	1	0
7p22.1	NA20827_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20827	h1	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA20847_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20847	h1	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	NA20847_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20847	h1	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	NA20847_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20847	h1	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	NA20847_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20847	h1	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	NA20847_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20847	h1	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	NA20847_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20847	h1	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	NA20847_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20847	h1	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	NA20847_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20847	h1	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	NA20850_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20850	h1	2	whole_unit	9458	17	1	17.0	0.0017974201733981815	17	17	1
7p22.1	NA20850_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20850	h1	2	internal	7535	9	1	9.0	0.0011944260119442602	9	9	1
7p22.1	NA20850_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20850	h1	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	NA20850_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20850	h1	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	NA20850_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20850	h1	2	gag	2001	3	1	3.0	0.0014992503748125937	3	3	0
7p22.1	NA20850_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20850	h1	2	pro	1004	3	1	3.0	0.00298804780876494	3	3	1
7p22.1	NA20850_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20850	h1	2	pol	2871	1	1	1.0	0.00034831069313827936	1	1	0
7p22.1	NA20850_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20850	h1	2	env	2100	2	1	2.0	0.0009523809523809524	2	2	0
7p22.1	NA21102_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21102	h1	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	NA21102_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21102	h1	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	NA21102_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21102	h1	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	NA21102_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21102	h1	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	NA21102_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21102	h1	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	NA21102_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21102	h1	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	NA21102_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21102	h1	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	NA21102_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21102	h1	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA21106_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21106	h1	2	whole_unit	9458	17	1	17.0	0.0017974201733981815	17	17	1
7p22.1	NA21106_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21106	h1	2	internal	7535	9	1	9.0	0.0011944260119442602	9	9	1
7p22.1	NA21106_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21106	h1	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	NA21106_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21106	h1	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	NA21106_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21106	h1	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	NA21106_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21106	h1	2	pro	1004	3	1	3.0	0.00298804780876494	3	3	1
7p22.1	NA21106_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21106	h1	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	NA21106_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21106	h1	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	NA21110_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21110	h2	3	whole_unit	9458	20	3	13.333333333333334	0.0014097152309880663	7	20	1
7p22.1	NA21110_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21110	h2	3	internal	7535	11	3	7.333333333333333	0.0009732301395093713	1	11	1
