locus	array	sample	haplotype	copy_a	copy_b	substitutions	callable_bases	clock_assumption	rate_slow_per_site_per_My	rate_fast_per_site_per_My	sensitivity_point_age_low_My	sensitivity_point_age_high_My	exact_poisson95_age_lower_at_fast_rate_My	exact_poisson95_age_upper_at_fast_rate_My	exact_poisson95_age_lower_at_slow_rate_My	exact_poisson95_age_upper_at_slow_rate_My	zero_one_sided95_upper_at_fast_rate_My	zero_one_sided95_upper_at_slow_rate_My
7p22.1	NA18960_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18960	h1	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA18967_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18967	h2	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	NA18974_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18974	h1	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA18974_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18974	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA18976_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18976	h1	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA18976_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18976	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA18989_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA18989	h1	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA18989_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA18989	h2	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	NA19036_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19036	h1	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA19043_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19043	h1	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA19043_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19043	h2	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA19087_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19087	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA19129_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19129	h1	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA19159_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19159	h2	1	2	11	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32436895494220336	0.6081917905166314	0.16192381361278707	0.5803856603356321	0.3036071505239758	1.0882231131293103		
7p22.1	NA19238_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19238	h2	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA19239_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19239	h1	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	NA19239_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19239	h2	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA19240_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19240	mat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA19240_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19240	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA19317_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19317	h1	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA19331_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19331	h1	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	NA19331_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19331	h2	1	2	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	NA19338_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19338	h2	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	NA19347_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19347	h2	1	2	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	NA19384_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19384	h1	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	NA19384_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19384	h2	1	2	11	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32436895494220336	0.6081917905166314	0.16192381361278707	0.5803856603356321	0.3036071505239758	1.0882231131293103		
7p22.1	NA19434_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19434	h2	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA19443_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19443	h1	1	2	2	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05897617362585516	0.11058032554847842	0.007142288232600985	0.21304221714213142	0.013391790436126847	0.39945415714149646		
7p22.1	NA19682_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19682	h1	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA19682_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19682	h2	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA19700_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19700	h1	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	NA19776_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19776	h1	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA19909_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA19909	h2	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	NA20129_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20129	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA20282_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20282	h1	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	NA20282_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20282	h1	1	3	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	NA20282_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20282	h1	2	3	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA20355_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20355	h2	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA20503_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h1	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	NA20503_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20503	h2	1	2	13	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.38339600383396005	0.7188675071886751	0.2041422249061064	0.65561884297453	0.38276667169894946	1.2292853305772438		
7p22.1	NA20509_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20509	h1	1	2	12	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.35390400353904006	0.6635700066357001	0.18286736293510927	0.6181990724228256	0.34287630550332987	1.159123260792798		
7p22.1	NA20752_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20752	h1	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA20762_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20762	h2	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA20799_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20799	h2	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA20806_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h1	1	2	2	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05897617362585516	0.11058032554847842	0.007142288232600985	0.21304221714213142	0.013391790436126847	0.39945415714149646		
7p22.1	NA20806_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20806	h2	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA20827_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20827	h1	1	2	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	NA20847_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA20847	h1	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA20850_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA20850	h1	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	NA21102_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21102	h1	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA21106_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21106	h1	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	NA21110_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21110	h2	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	NA21110_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21110	h2	1	3	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA21110_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21110	h2	2	3	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	NA21309_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA21309	pat	1	2	12	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.35385704175513094	0.6634819532908706	0.1828430970960786	0.6181170396372068	0.3428308070551474	1.1589694493197629		
5q33.3	HG00290_hap2_hprc_r2_v1.0.1_HML-2_5q33.3_MULTI	HG00290	h2	1	2	0	7244	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.11316275397613154	0.0	0.21218016370524662	0.09189926601490861	0.17231112377795363
5q33.3	HG00290_hap2_hprc_r2_v1.0.1_HML-2_5q33.3_MULTI	HG00290	h2	1	3	1	7244	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.030676728633658508	0.057518866188109696	0.0007766675251331322	0.1709197923473495	0.0014562516096246227	0.3204746106512803		
5q33.3	HG00290_hap2_hprc_r2_v1.0.1_HML-2_5q33.3_MULTI	HG00290	h2	2	3	1	7244	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.030676728633658508	0.057518866188109696	0.0007766675251331322	0.1709197923473495	0.0014562516096246227	0.3204746106512803		
5q33.3	HG01346_pat_hprc_r2_v1.0.1_HML-2_5q33.3_MULTI	HG01346	pat	1	2	2	7244	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.061353457267317016	0.11503773237621939	0.007430188310447407	0.22162978304570713	0.013931603082088889	0.4155558432107009		
5q33.3	HG02738_pat_hprc_r2_v1.0.1_HML-2_5q33.3_MULTI	HG02738	pat	1	2	0	7244	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.11316275397613154	0.0	0.21218016370524662	0.09189926601490861	0.17231112377795363
5q33.3	HG02738_pat_hprc_r2_v1.0.1_HML-2_5q33.3_MULTI	HG02738	pat	1	3	1	7244	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.030676728633658508	0.057518866188109696	0.0007766675251331322	0.1709197923473495	0.0014562516096246227	0.3204746106512803		
5q33.3	HG02738_pat_hprc_r2_v1.0.1_HML-2_5q33.3_MULTI	HG02738	pat	2	3	1	7244	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.030676728633658508	0.057518866188109696	0.0007766675251331322	0.1709197923473495	0.0014562516096246227	0.3204746106512803		
5q33.3	NA19705_h1_HML-2_5q33.3_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19705	h1	1	2	0	7249	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.11308469993145218	0.0	0.21203381237147287	0.09183587846765043	0.1721922721268446
3q13.2	HG02040_hap2_hprc_r2_v1.0.1_HML-2_3q13.2_MULTI	HG02040	h2	1	2	0	7240	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1132252748346819	0.0	0.21229739031502856	0.09195003909005497	0.17240632329385308
3q13.2	HG02841_pat_hprc_r2_v1.0.1_HML-2_3q13.2_MULTI	HG02841	pat	1	2	0	7240	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1132252748346819	0.0	0.21229739031502856	0.09195003909005497	0.17240632329385308
3q13.2	NA18970_hap1_hprc_r2_v1.0.1_HML-2_3q13.2_MULTI	NA18970	h1	1	2	0	7240	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1132252748346819	0.0	0.21229739031502856	0.09195003909005497	0.17240632329385308
11q23.3	HG03704_mat_hprc_r2_v1.0.1_HML-2_11q23.3_MULTI	HG03704	mat	1	2	1	7224	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.03076165866863542	0.057678110003691406	0.0007788177674507765	0.17139299221542081	0.001460283313970206	0.321361860403914		
3q27.2	HG00544_mat_hprc_r2_v1.0.1_HML-2_3q27.2_MULTI	HG00544	mat	1	2	0	7244	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.11316275397613154	0.0	0.21218016370524662	0.09189926601490861	0.17231112377795363
3q27.2	HG02587_h2_HML-2_3q27.2_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG02587	h2	1	2	0	7244	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.11316275397613154	0.0	0.21218016370524662	0.09189926601490861	0.17231112377795363
11q22.1	HG02647_mat_hprc_r2_v1.0.1_HML-2_11q22.1_MULTI	HG02647	mat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
11q22.1	NA19331_h1_HML-2_11q22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19331	h1	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
11q22.1	NA19338_hap2_hprc_r2_v1.0.1_HML-2_11q22.1_MULTI	NA19338	h2	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
12q13.2	HG00513_h2_HML-2_12q13.2_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00513	h2	1	2	1	7243	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.030680963995888752	0.057526807492291415	0.0007767747552208214	0.17094339027532787	0.0014564526660390401	0.32051885676623976		
10p12.1	HG03816_pat_hprc_r2_v1.0.1_HML-2_10p12.1_MULTI	HG03816	pat	1	2	0	7244	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.11316275397613154	0.0	0.21218016370524662	0.09189926601490861	0.17231112377795363
12q14.1	HG04157_pat_hprc_r2_v1.0.1_HML-2_12q14.1_MULTI	HG04157	pat	1	2	0	7516	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10906745473697405	0.0	0.20450147763182633	0.08857348097551863	0.16607527682909742
6q14.1	HG00738_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	HG00738	pat	1	2	0	7505	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10922731376456986	0.0	0.20480121330856854	0.08870330220013298	0.16631869162524934
6q14.1	HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	HG01960	pat	1	2	0	7505	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10922731376456986	0.0	0.20480121330856854	0.08870330220013298	0.16631869162524934
6q14.1	HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	HG01960	pat	1	3	0	7505	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10922731376456986	0.0	0.20480121330856854	0.08870330220013298	0.16631869162524934
6q14.1	HG01960_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	HG01960	pat	2	3	0	7505	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10922731376456986	0.0	0.20480121330856854	0.08870330220013298	0.16631869162524934
6q14.1	HG02055_pat_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	HG02055	pat	1	2	0	7505	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10922731376456986	0.0	0.20480121330856854	0.08870330220013298	0.16631869162524934
6q14.1	NA20752_hap2_hprc_r2_v1.0.1_HML-2_6q14.1_MULTI	NA20752	h2	1	2	0	7505	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10922731376456986	0.0	0.20480121330856854	0.08870330220013298	0.16631869162524934
12q24.33	HG00513_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00513	h1	1	2	0	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.20880055776951018	0.0	0.3915010458178315	0.16956655196433978	0.3179372849331371
12q24.33	HG00731_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00731	h1	1	2	0	3924	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.208906980072145	0.0	0.3917005876352719	0.16965297732211979	0.3180993324789746
12q24.33	HG01081_mat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	HG01081	mat	1	2	0	3924	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.208906980072145	0.0	0.3917005876352719	0.16965297732211979	0.3180993324789746
