key	alignment	record	original_locus	locus	sample	haplotype	newly_admitted	candidate_source_count	ID_Full	Source_Identifier	source_binding_basis	copy_suffixed_record	physical_locus_changed_from_extraction	aligned_canonical_bases	aligned_sequence_sha256
p0230	22p13_carrier_kcon.aln.fa	NA19043_hap1	22p13	22p13	NA19043	h1	1	1	NA19043_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA19043#1#CM087052.1:19207-26871	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5b073a47b414fecbb2162e3a2d87f52132a460c03eccf3952a0a4f48e66d7065
p0231	22p13_carrier_kcon.aln.fa	NA19159_hap1#c1	22p13	22p13	NA19159	h1	1	3	NA19159_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA19159#1#CM099957.1:9218-16886	unique_full_query_zero_mismatch_source_alignment	1	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
p0232	22p13_carrier_kcon.aln.fa	NA19391_hap2	22p13	22p13	NA19391	h2	1	1	NA19391_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA19391#2#CM087808.1:15987-23651	unique_full_query_zero_mismatch_source_alignment	0	0	6208	b0f26a09b324c9b9dff15b0fb5b5e5e4f5cc13845720d9a1690d0267c2140f97
p0233	22p13_carrier_kcon.aln.fa	NA19682_hap1	22p13	22p13	NA19682	h1	1	1	NA19682_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA19682#1#CM094156.1:9035-16703	unique_full_query_zero_mismatch_source_alignment	0	0	6204	6f5c082106d34fc6b34dad63e9d26d5712a72be45b8789548c79d41b65f030e7
p0234	22p13_carrier_kcon.aln.fa	NA19776_hap2#c2	22p13	22p13	NA19776	h2	1	2	NA19776_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt2	NA19776#2#CM094059.1:9728-17399	unique_full_query_zero_mismatch_source_alignment	1	0	6207	a3acbd3649b1787ad22eb91882f019cfd25b387c07cde259313779967d13b43e
p0235	22p13_carrier_kcon.aln.fa	NA20129_pat#c2	22p13	22p13	NA20129	pat	1	2	NA20129_pat_hprc_r2_v1.0.1_HML-2_22p13_alt2	NA20129#1#CM092139.1:9242-16880	unique_full_query_zero_mismatch_source_alignment	1	0	6206	15f415e855e4c04e63c8518b015295159057f9e075983b36b6b843698a28dc15
p0236	22p13_carrier_kcon.aln.fa	NA20503_hap2	22p13	22p13	NA20503	h2	1	1	NA20503_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA20503#2#CM102489.1:15099-22759	unique_full_query_zero_mismatch_source_alignment	0	0	6208	6a8435b5f490f67073622fe8940d85607ac9905c126728ffd24b34f251ae83d8
p0237	22p13_carrier_kcon.aln.fa	NA20762_hap1#c1	22p13	22p13	NA20762	h1	1	2	NA20762_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA20762#1#CM102522.1:14288-21952	unique_full_query_zero_mismatch_source_alignment	1	0	6208	90ac5db274542658b9e5b2c2d211f69f0358bf82d204690ecd50cc5536568937
p0238	22p13_carrier_kcon.aln.fa	NA20762_hap2#c1	22p13	22p13	NA20762	h2	1	2	NA20762_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA20762#2#CM102534.1:12855-20523	unique_full_query_zero_mismatch_source_alignment	1	0	6208	365864a756a3ce9341ffae518141bea0341486030774477b6c214e10b8380957
p0239	22p13_carrier_kcon.aln.fa	NA20799_hap1#c1	22p13	22p13	NA20799	h1	1	2	NA20799_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA20799#1#CM098697.1:9729-17397	unique_full_query_zero_mismatch_source_alignment	1	0	6208	06103e1a18d46ae3b88b85b485f0fb0d48f6e8307a0f591b3ee51c0846e8b4ae
p0240	22p13_carrier_kcon.aln.fa	NA20827_hap1	22p13	22p13	NA20827	h1	1	1	NA20827_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA20827#1#CM102558.1:16908-24576	unique_full_query_zero_mismatch_source_alignment	0	0	6208	f9b6df97df4e10a5e418ebe22f431577e6aeec6a79c4df57a00293f6072f1051
p0241	22p13_carrier_kcon.aln.fa	NA20827_hap2	22p13	22p13	NA20827	h2	1	1	NA20827_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA20827#2#CM102580.1:17879-25547	unique_full_query_zero_mismatch_source_alignment	0	0	6208	e267f0ffc015d250f733f34a03a2ba4fc3a7d55400fc97c0d601dab89fba059d
p0242	22p13_carrier_kcon.aln.fa	NA20850_hap2	22p13	22p13	NA20850	h2	1	1	NA20850_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA20850#2#CM094315.1:13067-20735	unique_full_query_zero_mismatch_source_alignment	0	0	6208	a4ffb47f6343b586ae1125c68d5c0949a0858e786d23261f24f7203289bfa444
p0243	22p13_carrier_kcon.aln.fa	NA21093_hap2	22p13	22p13	NA21093	h2	1	1	NA21093_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA21093#2#CM089616.1:11352-19024	unique_full_query_zero_mismatch_source_alignment	0	0	6208	db4db3270a1ae9a1fc003de590f9f215849d0a9c717fb7b2c74e370170f3a91b
p0244	22p13_carrier_kcon.aln.fa	NA21102_hap2	22p13	22p13	NA21102	h2	1	1	NA21102_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA21102#2#CM094456.1:12788-20452	unique_full_query_zero_mismatch_source_alignment	0	0	6208	082b319091034276b50e38c142f22aea127502d1d48e497e76b31d9693e5d967
p0245	4p16.3a_carrier_kcon.aln.fa	HG00133_hap2	4p16.3a	4p16.3a	HG00133	h2	0	1	HG00133_hap2_hprc_r2_v1.0.1_HML-2_4p16.3a	HG00133#2#CM090063.1:14602-22262	unique_original_catalog_slot	0	0	6210	107cbc6b0c48f2664feb2284bb3bcf5ba97da056934ae0df128bff8f8744482e
p0246	4p16.3a_carrier_kcon.aln.fa	HG00146_hap2	4p16.3a	4p16.3a	HG00146	h2	0	1	HG00146_hap2_hprc_r2_v1.0.1_HML-2_4p16.3a	HG00146#2#CM090035.1:12254-19914	unique_original_catalog_slot	0	0	6210	b9247f12720cf41e84fecd898710cfe562d7d3eb0c82d6454eeca7bc9d683b78
p0247	4p16.3a_carrier_kcon.aln.fa	HG00423_pat	4p16.3a	4p16.3a	HG00423	pat	0	1	HG00423_pat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG00423#1#CM089399.1:12797-20457	unique_original_catalog_slot	0	0	6210	587ebb6ae5f5d67ec8f8a66028ec871b4a7cde6e3ac60ffd8ab7a1d284c6dfce
p0248	4p16.3a_carrier_kcon.aln.fa	HG00558_pat	4p16.3a	4p16.3a	HG00558	pat	0	1	HG00558_pat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG00558#1#CM088493.1:20383-28051	unique_original_catalog_slot	0	0	6210	64efe21530060bb4ee7417d8dee6f5539b13a1642e3e8cdad12ec12eb9f1ae98
p0249	4p16.3a_carrier_kcon.aln.fa	HG00673_pat	4p16.3a	4p16.3a	HG00673	pat	0	1	HG00673_pat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG00673#1#CM089144.1:14559-22219	unique_original_catalog_slot	0	0	6210	fbaadf29ec55e207adec3298a2bfba60c2b0ac34cfe0031daa8dfa77467e6d22
p0251	4p16.3a_carrier_kcon.aln.fa	HG00738_mat	4p16.3a	4p16.3a	HG00738	mat	0	1	HG00738_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG00738#2#CM086690.1:19152-26819	unique_original_catalog_slot	0	0	6210	6d5243205d9409268039540619260ee054b925493af2c72b6294922e6b1ee4f9
p0253	4p16.3a_carrier_kcon.aln.fa	HG01071_pat	4p16.3a	4p16.3a	HG01071	pat	0	1	HG01071_pat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG01071#1#CM089114.1:27165-34833	unique_original_catalog_slot	0	0	6210	ded25b7e3840186cb70aafed46d4f2e17b8e7a7e80532885c7ead38d11415e25
p0254	4p16.3a_carrier_kcon.aln.fa	HG01106_pat	4p16.3a	4p16.3a	HG01106	pat	0	1	HG01106_pat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG01106#1#CM087962.1:15293-22957	unique_original_catalog_slot	0	0	6210	825d689f464bf7d525e60450b5cc43705e43bbe27b3bc992c1ef8208c53cf205
p0255	4p16.3a_carrier_kcon.aln.fa	HG01243_mat	4p16.3a	4p16.3a	HG01243	mat	0	1	HG01243_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG01243#2#CM099598.1:14126-21786	unique_original_catalog_slot	0	0	6210	a88bf8f2ae4e83684e379e8a0c229662f0bbb05909d8f69a7c89a1795baf9cad
p0260	4p16.3a_carrier_kcon.aln.fa	HG02015_mat	4p16.3a	4p16.3a	HG02015	mat	0	1	HG02015_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG02015#2#CM085898.1:22686-30347	unique_original_catalog_slot	0	0	6211	5fc1a0e8b85d2a73bfdd206b82be144635651b33488fa7be6b9fa79a790d0160
p0261	4p16.3a_carrier_kcon.aln.fa	HG02040_hap1	4p16.3a	4p16.3a	HG02040	h1	0	1	HG02040_hap1_hprc_r2_v1.0.1_HML-2_4p16.3a	HG02040#1#CM087374.1:11819-19487	unique_original_catalog_slot	0	0	6210	64efe21530060bb4ee7417d8dee6f5539b13a1642e3e8cdad12ec12eb9f1ae98
p0264	4p16.3a_carrier_kcon.aln.fa	HG02083_pat	4p16.3a	4p16.3a	HG02083	pat	0	1	HG02083_pat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG02083#1#CM086953.1:13777-21445	unique_original_catalog_slot	0	0	6210	64efe21530060bb4ee7417d8dee6f5539b13a1642e3e8cdad12ec12eb9f1ae98
p0266	4p16.3a_carrier_kcon.aln.fa	HG02165_hap2#c1	4p16.3a	4p16.3a	HG02165	h2	1	1	HG02165_hap2_hprc_r2_v1.0.1_HML-2_4p16.3a_alt1	HG02165#2#CM087458.1:29445-37113	unique_full_query_zero_mismatch_source_alignment	1	0	6210	64efe21530060bb4ee7417d8dee6f5539b13a1642e3e8cdad12ec12eb9f1ae98
p0267	4p16.3a_carrier_kcon.aln.fa	HG02257_mat	4p16.3a	4p16.3a	HG02257	mat	0	1	HG02257_mat_hprc_r2_v1.1.0_HML-2_4p16.3a	HG02257#2#CM089258.1:15238-22904	unique_original_catalog_slot	0	0	6208	bd55ff72ce516ea3b9a86df9312b571706ff4228489bbbd8dfc8faf65417a4dd
p0268	4p16.3a_carrier_kcon.aln.fa	HG02257_pat	4p16.3a	4p16.3a	HG02257	pat	0	1	HG02257_pat_hprc_r2_v1.1.0_HML-2_4p16.3a	HG02257#1#CM089219.1:16927-24585	unique_original_catalog_slot	0	0	6210	8b37112438de6dbfc92bff47c14338b89df8782dae600b4e13e3d6f11316511a
p0269	4p16.3a_carrier_kcon.aln.fa	HG02258_mat	4p16.3a	4p16.3a	HG02258	mat	0	1	HG02258_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG02258#2#CM085835.1:23046-30714	unique_original_catalog_slot	0	0	6210	701c5a5fbecc4bfb648bf0a32219cd2e27e47f88971d94f1c953f531049d28c1
p0271	4p16.3a_carrier_kcon.aln.fa	HG02451_pat#c1	4p16.3a	4p16.3a	HG02451	pat	1	2	HG02451_pat_hprc_r2_v1.0.1_HML-2_4p16.3a_alt1	HG02451#1#CM086210.1:16328-23996	unique_full_query_zero_mismatch_source_alignment	1	0	6210	a91fb5b030e6097467d1502cb521529e59054a0804bda9a21db4be29f1581340
p0272	4p16.3a_carrier_kcon.aln.fa	HG02486_pat	4p16.3a	4p16.3a	HG02486	pat	0	1	HG02486_pat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG02486#1#CM088205.1:15906-23574	unique_original_catalog_slot	0	0	6210	6d5243205d9409268039540619260ee054b925493af2c72b6294922e6b1ee4f9
p0274	4p16.3a_carrier_kcon.aln.fa	HG02514_mat	4p16.3a	4p16.3a	HG02514	mat	0	1	HG02514_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG02514#2#CM098754.1:13007-20675	unique_original_catalog_slot	0	0	6210	77383b24743c1f3e603941b9161514291d2d411b2dba113fa1d19c5af862d0a3
p0275	4p16.3a_carrier_kcon.aln.fa	HG02615_mat	4p16.3a	4p16.3a	HG02615	mat	0	1	HG02615_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG02615#2#CM086692.1:24964-32521	unique_original_catalog_slot	0	0	6110	9ee540dcd9285d5eecd11c3aaa644546722a0eab00e5f4fad5a06e7ae22cb47c
p0276	4p16.3a_carrier_kcon.aln.fa	HG02622_mat	4p16.3a	4p16.3a	HG02622	mat	0	1	HG02622_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG02622#2#CM088097.1:139805-147357	unique_original_catalog_slot	0	0	6110	2a4b79564eeca026576df92e0e490d6fb17e360b32f17037e8bcad1822bbd15f
p0277	4p16.3a_carrier_kcon.aln.fa	HG02738_mat	4p16.3a	4p16.3a	HG02738	mat	0	1	HG02738_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG02738#2#CM099931.1:24087-31755	unique_original_catalog_slot	0	0	6210	ded25b7e3840186cb70aafed46d4f2e17b8e7a7e80532885c7ead38d11415e25
p0279	4p16.3a_carrier_kcon.aln.fa	HG02886_mat	4p16.3a	4p16.3a	HG02886	mat	0	1	HG02886_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG02886#2#CM088125.1:11902-19570	unique_original_catalog_slot	0	0	6210	64efe21530060bb4ee7417d8dee6f5539b13a1642e3e8cdad12ec12eb9f1ae98
p0284	4p16.3a_carrier_kcon.aln.fa	HG03041_mat	4p16.3a	4p16.3a	HG03041	mat	0	1	HG03041_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG03041#2#CM088730.1:11396-19064	unique_original_catalog_slot	0	0	6210	701c5a5fbecc4bfb648bf0a32219cd2e27e47f88971d94f1c953f531049d28c1
p0285	4p16.3a_carrier_kcon.aln.fa	HG03098_mat	4p16.3a	4p16.3a	HG03098	mat	0	1	HG03098_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG03098#2#CM092217.1:13575-21233	unique_original_catalog_slot	0	0	6210	8b37112438de6dbfc92bff47c14338b89df8782dae600b4e13e3d6f11316511a
p0287	4p16.3a_carrier_kcon.aln.fa	HG03470_hap1	4p16.3a	4p16.3a	HG03470	h1	0	1	HG03470_hap1_hprc_r2_v1.0.1_HML-2_4p16.3a	HG03470#1#CM091820.1:15051-22719	unique_original_catalog_slot	0	0	6210	4866a55dcb433459d634a887f3783f917ede39f05593c3aed7388aa35fffd3e1
p0288	4p16.3a_carrier_kcon.aln.fa	HG03471_hap1	4p16.3a	4p16.3a	HG03471	h1	0	1	HG03471_hap1_hprc_r2_v1.0.1_HML-2_4p16.3a	HG03471#1#CM087521.1:17253-24921	unique_original_catalog_slot	0	0	6210	4866a55dcb433459d634a887f3783f917ede39f05593c3aed7388aa35fffd3e1
p0291	4p16.3a_carrier_kcon.aln.fa	HG03583_hap1#c1	4p16.3a	4p16.3a	HG03583	h1	1	2	HG03583_hap1_hprc_r2_v1.0.1_HML-2_4p16.3a_alt1	HG03583#1#CM089887.1:16623-24287	unique_full_query_zero_mismatch_source_alignment	1	0	6210	7e7318d55429ee40cb6385e542c8b6e06d68b50b4689614db5079b5b25da276f
p0293	4p16.3a_carrier_kcon.aln.fa	HG03669_pat	4p16.3a	4p16.3a	HG03669	pat	0	1	HG03669_pat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG03669#1#CM086732.1:17827-25495	unique_original_catalog_slot	0	0	6210	08600339150c79a3c073774d1ec62b204fac65440f2192dfdd8865f52d280d73
p0295	4p16.3a_carrier_kcon.aln.fa	HG03804_pat	4p16.3a	4p16.3a	HG03804	pat	0	1	HG03804_pat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG03804#1#CM088329.1:23088-30748	unique_original_catalog_slot	0	0	6210	fbaadf29ec55e207adec3298a2bfba60c2b0ac34cfe0031daa8dfa77467e6d22
p0296	4p16.3a_carrier_kcon.aln.fa	HG03927_mat	4p16.3a	4p16.3a	HG03927	mat	0	1	HG03927_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG03927#2#CM086657.1:18933-26601	unique_original_catalog_slot	0	0	6210	ded25b7e3840186cb70aafed46d4f2e17b8e7a7e80532885c7ead38d11415e25
p0298	4p16.3a_carrier_kcon.aln.fa	HG04160_mat	4p16.3a	4p16.3a	HG04160	mat	0	1	HG04160_mat_hprc_r2_v1.0.1_HML-2_4p16.3a	HG04160#2#CM088447.1:19393-27061	unique_original_catalog_slot	0	0	6210	0dff27e37722ae0bae8e3fc6180ec497cd3480147bc37353041e16a2a3b314c3
p0300	4p16.3a_carrier_kcon.aln.fa	NA18522_hap2#c1	4p16.3a	4p16.3a	NA18522	h2	1	2	NA18522_hap2_hprc_r2_v1.0.1_HML-2_4p16.3a_alt1	NA18522#2#CM087189.1:16356-24024	unique_full_query_zero_mismatch_source_alignment	1	0	6210	4866a55dcb433459d634a887f3783f917ede39f05593c3aed7388aa35fffd3e1
p0302	4p16.3a_carrier_kcon.aln.fa	NA18570_hap2	4p16.3a	4p16.3a	NA18570	h2	0	1	NA18570_hap2_hprc_r2_v1.0.1_HML-2_4p16.3a	NA18570#2#CM087676.1:16658-24326	unique_original_catalog_slot	0	0	6210	64efe21530060bb4ee7417d8dee6f5539b13a1642e3e8cdad12ec12eb9f1ae98
p0303	4p16.3a_carrier_kcon.aln.fa	NA19159_hap1	4p16.3a	4p16.3a	NA19159	h1	0	1	NA19159_hap1_hprc_r2_v1.0.1_HML-2_4p16.3a	NA19159#1#CM099950.1:18251-25914	unique_original_catalog_slot	0	0	6209	bf1d6180bdc0b5a15df17da392897b8a5a72e9c9f53e3c9d77068da7d5f5f82d
p0306	4p16.3a_carrier_kcon.aln.fa	NA19338_hap2	4p16.3a	4p16.3a	NA19338	h2	0	1	NA19338_hap2_hprc_r2_v1.0.1_HML-2_4p16.3a	NA19338#2#CM087773.1:16490-24158	unique_original_catalog_slot	0	0	6210	85775a2914317ef1c9472883b429a311a514425315383abd211e0b6b314ee55c
p0307	4p16.3a_carrier_kcon.aln.fa	NA19391_hap2	4p16.3a	4p16.3a	NA19391	h2	0	1	NA19391_hap2_hprc_r2_v1.0.1_HML-2_4p16.3a	NA19391#2#CM087814.1:19911-27579	unique_original_catalog_slot	0	0	6210	a91fb5b030e6097467d1502cb521529e59054a0804bda9a21db4be29f1581340
p0308	4p16.3a_carrier_kcon.aln.fa	NA19909_hap2	4p16.3a	4p16.3a	NA19909	h2	0	1	NA19909_hap2_hprc_r2_v1.0.1_HML-2_4p16.3a	NA19909#2#CM094133.1:12933-20591	unique_original_catalog_slot	0	0	6210	8b37112438de6dbfc92bff47c14338b89df8782dae600b4e13e3d6f11316511a
p0310	4p16.3a_carrier_kcon.aln.fa	NA20799_hap2	4p16.3a	4p16.3a	NA20799	h2	0	1	NA20799_hap2_hprc_r2_v1.0.1_HML-2_4p16.3a	NA20799#2#CM098715.1:14296-21960	unique_original_catalog_slot	0	0	6210	b9247f12720cf41e84fecd898710cfe562d7d3eb0c82d6454eeca7bc9d683b78
p0311	4p16.3a_carrier_kcon.aln.fa	NA20805_hap2	4p16.3a	4p16.3a	NA20805	h2	0	1	NA20805_hap2_hprc_r2_v1.0.1_HML-2_4p16.3a	NA20805#2#CM091907.1:13681-21316	unique_original_catalog_slot	0	0	6181	89b58769d1eb166547ce495acc8db8b2ba4a76b8f8ff04236db625967627de77
p0313	4p16.3a_carrier_kcon.aln.fa	NA20850_hap1	4p16.3a	4p16.3a	NA20850	h1	0	1	NA20850_hap1_hprc_r2_v1.0.1_HML-2_4p16.3a	NA20850#1#CM094291.1:14249-21917	unique_original_catalog_slot	0	0	6210	59a815b0176ac748c1f7fa976fa86f8304868fdb5a918a6de673c9da8ea246c4
p0314	4q35.2_hg38_carrier_kcon.aln.fa	HG00099_hap2	4q35.2_hg38	4q35.2_hg38	HG00099	h2	0	1	HG00099_hap2_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00099#2#CM087359.1:190689171-190696838	unique_original_catalog_slot	0	0	6207	78a779374b497d1ae90238e3bdf0ca5c52b8c9a0a51fc103b91a52ac7d11dc88
p0315	4q35.2_hg38_carrier_kcon.aln.fa	HG00128_hap2	4q35.2_hg38	4q35.2_hg38	HG00128	h2	0	1	HG00128_hap2_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00128#2#CM090094.1:192536759-192544427	unique_original_catalog_slot	0	0	6208	7186e98e798c473d628a30bcd855b08a1c73f49d6c4ff087f8834d5af10e568b
p0316	4q35.2_hg38_carrier_kcon.aln.fa	HG00133_hap2	4q35.2_hg38	4q35.2_hg38	HG00133	h2	0	1	HG00133_hap2_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00133#2#CM090063.1:191710276-191717939	unique_original_catalog_slot	0	0	6207	78a779374b497d1ae90238e3bdf0ca5c52b8c9a0a51fc103b91a52ac7d11dc88
p0317	4q35.2_hg38_carrier_kcon.aln.fa	HG00140_hap1	4q35.2_hg38	4q35.2_hg38	HG00140	h1	0	1	HG00140_hap1_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00140#1#CM087110.1:192069249-192076916	unique_original_catalog_slot	0	0	6207	78a779374b497d1ae90238e3bdf0ca5c52b8c9a0a51fc103b91a52ac7d11dc88
p0318	4q35.2_hg38_carrier_kcon.aln.fa	HG00140_hap2	4q35.2_hg38	4q35.2_hg38	HG00140	h2	0	1	HG00140_hap2_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00140#2#CM087135.1:192912583-192920251	unique_original_catalog_slot	0	0	6208	e9c39084ca8a7e3d676f0e7e4a5d0479d54e9b7dee7758b79b2881736127f890
p0319	4q35.2_hg38_carrier_kcon.aln.fa	HG00146_hap2	4q35.2_hg38	4q35.2_hg38	HG00146	h2	0	1	HG00146_hap2_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00146#2#CM090035.1:191710293-191717961	unique_original_catalog_slot	0	0	6208	e9c39084ca8a7e3d676f0e7e4a5d0479d54e9b7dee7758b79b2881736127f890
p0320	4q35.2_hg38_carrier_kcon.aln.fa	HG00272_hap1	4q35.2_hg38	4q35.2_hg38	HG00272	h1	0	1	HG00272_hap1_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00272#1#CM094187.1:193571679-193579343	unique_original_catalog_slot	0	0	6208	86e838db61c0f451cebdd99366b26d6fe3b48119fe0db2f056fa78bb5c76fec9
p0321	4q35.2_hg38_carrier_kcon.aln.fa	HG00272_hap2#c2	4q35.2_hg38	4q35.2_hg38	HG00272	h2	1	2	HG00272_hap2_hprc_r2_v1.0.1_HML-2_4q35.2_hg38_alt2	HG00272#2#CM094214.1:191551141-191558808	unique_full_query_zero_mismatch_source_alignment	1	0	6207	78a779374b497d1ae90238e3bdf0ca5c52b8c9a0a51fc103b91a52ac7d11dc88
p0322	4q35.2_hg38_carrier_kcon.aln.fa	HG00320_hap2	4q35.2_hg38	4q35.2_hg38	HG00320	h2	0	1	HG00320_hap2_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00320#2#CM089963.1:192550159-192557826	unique_original_catalog_slot	0	0	6207	3c88289929cd68a94b2b08ab747b003046a49f6b88e83ef5e1681d964ed760e6
p0323	4q35.2_hg38_carrier_kcon.aln.fa	HG00408_mat	4q35.2_hg38	4q35.2_hg38	HG00408	mat	0	1	HG00408_mat_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00408#2#CM085967.1:191277482-191285153	unique_original_catalog_slot	0	0	6207	22dd7b5eccfac7c62638b41a6ac6bc297738e2d55ceddb89ec2779c0c72cfcfc
p0324	4q35.2_hg38_carrier_kcon.aln.fa	HG00423_mat	4q35.2_hg38	4q35.2_hg38	HG00423	mat	0	1	HG00423_mat_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00423#2#CM089415.1:191419655-191427326	unique_original_catalog_slot	0	0	6207	149ec943565fa004f64776019845f75d73326f2c5bd2b5d1d4322d153ca8d504
p0325	4q35.2_hg38_carrier_kcon.aln.fa	HG00423_pat	4q35.2_hg38	4q35.2_hg38	HG00423	pat	0	1	HG00423_pat_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00423#1#CM089399.1:193405818-193413489	unique_original_catalog_slot	0	0	6207	149ec943565fa004f64776019845f75d73326f2c5bd2b5d1d4322d153ca8d504
p0326	4q35.2_hg38_carrier_kcon.aln.fa	HG00609_mat	4q35.2_hg38	4q35.2_hg38	HG00609	mat	0	1	HG00609_mat_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00609#2#CM086359.1:192310728-192318395	unique_original_catalog_slot	0	0	6207	1eb69879636e31d7d340eb50038a47cd72beca954af3fbb0c877b0ee59906761
p0327	4q35.2_hg38_carrier_kcon.aln.fa	HG00609_pat	4q35.2_hg38	4q35.2_hg38	HG00609	pat	0	1	HG00609_pat_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00609#1#CM086349.1:191437390-191445057	unique_original_catalog_slot	0	0	6207	78a779374b497d1ae90238e3bdf0ca5c52b8c9a0a51fc103b91a52ac7d11dc88
p0328	4q35.2_hg38_carrier_kcon.aln.fa	HG00621_mat	4q35.2_hg38	4q35.2_hg38	HG00621	mat	0	1	HG00621_mat_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00621#2#CM087863.1:191988120-191995787	unique_original_catalog_slot	0	0	6207	7acef9932f39a3615d12430af7e9318d480bbf5874f62f0273f8360bd9c855b9
p0329	4q35.2_hg38_carrier_kcon.aln.fa	HG00642_mat	4q35.2_hg38	4q35.2_hg38	HG00642	mat	0	1	HG00642_mat_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00642#2#CM086620.1:192790747-192798414	unique_original_catalog_slot	0	0	6207	5ba361055d93b6b4467fc1bd532d99f90cab5511de35d7b9f4d645ab61dbd5a1
p0330	4q35.2_hg38_carrier_kcon.aln.fa	HG00673_mat	4q35.2_hg38	4q35.2_hg38	HG00673	mat	0	1	HG00673_mat_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00673#2#CM089155.1:193418956-193426623	unique_original_catalog_slot	0	0	6207	149ec943565fa004f64776019845f75d73326f2c5bd2b5d1d4322d153ca8d504
p0331	4q35.2_hg38_carrier_kcon.aln.fa	HG00673_pat	4q35.2_hg38	4q35.2_hg38	HG00673	pat	0	1	HG00673_pat_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00673#1#CM089144.1:193241374-193249041	unique_original_catalog_slot	0	0	6207	78a779374b497d1ae90238e3bdf0ca5c52b8c9a0a51fc103b91a52ac7d11dc88
p0332	4q35.2_hg38_carrier_kcon.aln.fa	HG00706_mat	4q35.2_hg38	4q35.2_hg38	HG00706	mat	0	1	HG00706_mat_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00706#2#CM100058.1:192532180-192539847	unique_original_catalog_slot	0	0	6207	78a779374b497d1ae90238e3bdf0ca5c52b8c9a0a51fc103b91a52ac7d11dc88
p0333	4q35.2_hg38_carrier_kcon.aln.fa	HG00706_pat	4q35.2_hg38	4q35.2_hg38	HG00706	pat	0	1	HG00706_pat_hprc_r2_v1.0.1_HML-2_4q35.2_hg38	HG00706#1#CM100014.1:191255755-191263422	unique_original_catalog_slot	0	0	6207	78a779374b497d1ae90238e3bdf0ca5c52b8c9a0a51fc103b91a52ac7d11dc88
